"read_supp","control","fusion.gene.id","fusionType","depth","Sequence_Identity","Algorithm"
2,"negative","ENSG00000087086:ENSG00000213741","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000087086:ENSG00000163631","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000087086:ENSG00000231500","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000100316:ENSG00000163631","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000145425:ENSG00000145192","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000163631:ENSG00000087086","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000081051:ENSG00000196136","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000124614:ENSG00000197249","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000161016:ENSG00000197249","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000130829:ENSG00000087086","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000142676:ENSG00000112695","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000196136:ENSG00000163631","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000187244:ENSG00000163631","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000087086:ENSG00000114942","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000142541:ENSG00000044574","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000100316:ENSG00000196136","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000100316:ENSG00000181019","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000163631:ENSG00000198242","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000163631:ENSG00000243678","false_fusion","100GB","95%","JAFFAL"
2,"negative","ENSG00000231500:ENSG00000091513","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000254772:ENSG00000087086","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000177600:ENSG00000131469","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000167526:ENSG00000167996","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000105372:ENSG00000081051","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000087086:ENSG00000239672","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000163631:ENSG00000197756","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000156508:ENSG00000087086","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000167996:ENSG00000145192","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000089157:ENSG00000204628","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000197249:ENSG00000087086","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000196136:ENSG00000118137","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000131469:ENSG00000197249","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000142534:ENSG00000161016","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000197756:ENSG00000091583","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000163631:ENSG00000122406","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000163631:ENSG00000008988","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000112306:ENSG00000177600","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000156508:ENSG00000145192","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000156482:ENSG00000163631","false_fusion","100GB","95%","JAFFAL"
2,"positive","ENSG00000234255:ENSG00000251011","hybrid","10GB","95%","JAFFAL"
2,"positive","ENSG00000234255:ENSG00000251011","hybrid","10GB","95%","JAFFAL"
2,"positive","ENSG00000114867:ENSG00000275389","truncated_tri_fusion","10GB","95%","JAFFAL"
51,"positive","ENSG00000095303:ENSG00000233616","read_through","100GB","95%","JAFFAL"
51,"positive","ENSG00000095303:ENSG00000233616","read_through","100GB","95%","JAFFAL"
49,"positive","ENSG00000285565:ENSG00000141499","hybrid","100GB","95%","JAFFAL"
49,"positive","ENSG00000285565:ENSG00000141499","hybrid","100GB","95%","JAFFAL"
48,"positive","ENSG00000114638:ENSG00000121578","read_through","100GB","95%","JAFFAL"
48,"positive","ENSG00000114638:ENSG00000121578","read_through","100GB","95%","JAFFAL"
46,"positive","ENSG00000106829:ENSG00000228714","intra_chromosome","100GB","95%","JAFFAL"
46,"positive","ENSG00000106829:ENSG00000228714","intra_chromosome","100GB","95%","JAFFAL"
46,"positive","ENSG00000272274:ENSG00000236581","intra_chromosome","100GB","90%","JAFFAL"
46,"positive","ENSG00000272274:ENSG00000236581","intra_chromosome","100GB","90%","JAFFAL"
46,"positive","ENSG00000077684:ENSG00000223768","hybrid","100GB","90%","JAFFAL"
46,"positive","ENSG00000077684:ENSG00000223768","hybrid","100GB","90%","JAFFAL"
46,"positive","ENSG00000281920:ENSG00000198363","truncated_tri_fusion","100GB","95%","JAFFAL"
45,"positive","ENSG00000119899:ENSG00000146223","intra_chromosome","100GB","90%","JAFFAL"
45,"positive","ENSG00000119899:ENSG00000146223","intra_chromosome","100GB","90%","JAFFAL"
45,"positive","ENSG00000157916:ENSG00000205835","hybrid","100GB","95%","JAFFAL"
45,"positive","ENSG00000157916:ENSG00000205835","hybrid","100GB","95%","JAFFAL"
44,"positive","ENSG00000168675:ENSG00000102898","truncated_tri_fusion","100GB","95%","JAFFAL"
43,"positive","ENSG00000260737:ENSG00000197302","intra_chromosome","100GB","95%","JAFFAL"
43,"positive","ENSG00000260737:ENSG00000197302","intra_chromosome","100GB","95%","JAFFAL"
42,"positive","ENSG00000182621:ENSG00000124155","intra_chromosome","100GB","90%","JAFFAL"
42,"positive","ENSG00000182621:ENSG00000124155","intra_chromosome","100GB","90%","JAFFAL"
42,"positive","ENSG00000182621:ENSG00000124155","intra_chromosome","100GB","95%","JAFFAL"
42,"positive","ENSG00000182621:ENSG00000124155","intra_chromosome","100GB","95%","JAFFAL"
42,"positive","ENSG00000227083:ENSG00000235262","intra_chromosome","100GB","95%","JAFFAL"
42,"positive","ENSG00000227083:ENSG00000235262","intra_chromosome","100GB","95%","JAFFAL"
41,"positive","ENSG00000235221:ENSG00000236581","intra_chromosome","100GB","95%","JAFFAL"
41,"positive","ENSG00000235221:ENSG00000236581","intra_chromosome","100GB","95%","JAFFAL"
41,"positive","ENSG00000272274:ENSG00000236581","intra_chromosome","100GB","95%","JAFFAL"
41,"positive","ENSG00000272274:ENSG00000236581","intra_chromosome","100GB","95%","JAFFAL"
41,"positive","ENSG00000096070:ENSG00000104218","truncated_tri_fusion","100GB","90%","JAFFAL"
41,"positive","ENSG00000243789:ENSG00000125462","truncated_tri_fusion","100GB","95%","JAFFAL"
41,"positive","ENSG00000292343:ENSG00000214717","chromosomal_misalignment:intra_chromosome","100GB","95%","JAFFAL"
40,"positive","ENSG00000204659:ENSG00000228274","truncated_tri_fusion","100GB","90%","JAFFAL"
40,"positive","ENSG00000132170:ENSG00000181786","truncated_tri_fusion","100GB","90%","JAFFAL"
40,"positive","ENSG00000145907:ENSG00000082805","truncated_tri_fusion","100GB","95%","JAFFAL"
40,"positive","ENSG00000124523:ENSG00000124486","truncated_tri_fusion","100GB","95%","JAFFAL"
40,"positive","ENSG00000256339:ENSG00000149564","hybrid","100GB","95%","JAFFAL"
40,"positive","ENSG00000256339:ENSG00000149564","hybrid","100GB","95%","JAFFAL"
40,"positive","ENSG00000254979:ENSG00000140987","truncated_tri_fusion","100GB","95%","JAFFAL"
40,"positive","ENSG00000096070:ENSG00000104218","truncated_tri_fusion","100GB","95%","JAFFAL"
39,"positive","ENSG00000182621:ENSG00000124155","intra_chromosome","100GB","85%","JAFFAL"
39,"positive","ENSG00000182621:ENSG00000124155","intra_chromosome","100GB","85%","JAFFAL"
39,"positive","ENSG00000135241:ENSG00000225612","intra_chromosome","100GB","95%","JAFFAL"
39,"positive","ENSG00000135241:ENSG00000225612","intra_chromosome","100GB","95%","JAFFAL"
39,"positive","ENSG00000289039:ENSG00000095794","intra_chromosome","100GB","95%","JAFFAL"
39,"positive","ENSG00000289039:ENSG00000095794","intra_chromosome","100GB","95%","JAFFAL"
39,"positive","ENSG00000138759:ENSG00000104490","truncated_tri_fusion","100GB","95%","JAFFAL"
39,"positive","ENSG00000198551:ENSG00000170144","truncated_tri_fusion","100GB","95%","JAFFAL"
38,"positive","ENSG00000119899:ENSG00000146223","intra_chromosome","100GB","95%","JAFFAL"
38,"positive","ENSG00000119899:ENSG00000146223","intra_chromosome","100GB","95%","JAFFAL"
38,"positive","ENSG00000125898:ENSG00000234948","intra_chromosome","100GB","95%","JAFFAL"
38,"positive","ENSG00000125898:ENSG00000234948","intra_chromosome","100GB","95%","JAFFAL"
38,"positive","ENSG00000225676:ENSG00000136861","hybrid","100GB","90%","JAFFAL"
38,"positive","ENSG00000225676:ENSG00000136861","hybrid","100GB","90%","JAFFAL"
38,"positive","ENSG00000100767:ENSG00000285219","false_fusion","100GB","95%","JAFFAL"
38,"positive","ENSG00000072571:ENSG00000130714","truncated_tri_fusion","100GB","95%","JAFFAL"
38,"positive","ENSG00000132170:ENSG00000181786","truncated_tri_fusion","100GB","95%","JAFFAL"
37,"positive","ENSG00000109861:ENSG00000213619","hybrid","100GB","95%","JAFFAL"
37,"positive","ENSG00000109861:ENSG00000213619","hybrid","100GB","95%","JAFFAL"
37,"positive","ENSG00000138759:ENSG00000104490","truncated_tri_fusion","100GB","90%","JAFFAL"
37,"positive","ENSG00000106692:ENSG00000082898","hybrid","100GB","90%","JAFFAL"
37,"positive","ENSG00000106692:ENSG00000082898","hybrid","100GB","90%","JAFFAL"
37,"positive","ENSG00000142627:ENSG00000176746","truncated_tri_fusion","100GB","95%","JAFFAL"
36,"positive","ENSG00000162302:ENSG00000137707","truncated_tri_fusion","100GB","95%","JAFFAL"
36,"positive","ENSG00000077684:ENSG00000223768","hybrid","100GB","85%","JAFFAL"
36,"positive","ENSG00000077684:ENSG00000223768","hybrid","100GB","85%","JAFFAL"
36,"positive","ENSG00000077684:ENSG00000223768","hybrid","100GB","95%","JAFFAL"
36,"positive","ENSG00000077684:ENSG00000223768","hybrid","100GB","95%","JAFFAL"
36,"positive","ENSG00000102312:ENSG00000221910","truncated_tri_fusion","100GB","95%","JAFFAL"
35,"positive","ENSG00000124523:ENSG00000124486","truncated_tri_fusion","100GB","85%","JAFFAL"
35,"positive","ENSG00000260995:ENSG00000165806","truncated_tri_fusion","100GB","90%","JAFFAL"
35,"positive","ENSG00000081985:ENSG00000184619","truncated_tri_fusion","100GB","90%","JAFFAL"
35,"positive","ENSG00000241577:ENSG00000247572","false_fusion","100GB","95%","JAFFAL"
35,"positive","ENSG00000225676:ENSG00000136861","hybrid","100GB","95%","JAFFAL"
35,"positive","ENSG00000225676:ENSG00000136861","hybrid","100GB","95%","JAFFAL"
35,"positive","ENSG00000143198:ENSG00000167881","truncated_tri_fusion","100GB","95%","JAFFAL"
34,"positive","ENSG00000144320:ENSG00000168280","hybrid","100GB","95%","JAFFAL"
34,"positive","ENSG00000144320:ENSG00000168280","hybrid","100GB","95%","JAFFAL"
34,"positive","ENSG00000113569:ENSG00000145675","intra_chromosome","100GB","95%","JAFFAL"
34,"positive","ENSG00000113569:ENSG00000145675","intra_chromosome","100GB","95%","JAFFAL"
34,"positive","ENSG00000106829:ENSG00000228714","intra_chromosome","100GB","90%","JAFFAL"
34,"positive","ENSG00000106829:ENSG00000228714","intra_chromosome","100GB","90%","JAFFAL"
34,"positive","ENSG00000009830:ENSG00000087258","hybrid","100GB","90%","JAFFAL"
34,"positive","ENSG00000009830:ENSG00000087258","hybrid","100GB","90%","JAFFAL"
34,"positive","ENSG00000124523:ENSG00000124486","truncated_tri_fusion","100GB","90%","JAFFAL"
34,"positive","ENSG00000119685:ENSG00000167395","false_fusion","100GB","95%","JAFFAL"
33,"positive","ENSG00000048740:ENSG00000225830","intra_chromosome","100GB","95%","JAFFAL"
33,"positive","ENSG00000048740:ENSG00000225830","intra_chromosome","100GB","95%","JAFFAL"
33,"positive","ENSG00000168556:ENSG00000063978","intra_chromosome","100GB","90%","JAFFAL"
33,"positive","ENSG00000168556:ENSG00000063978","intra_chromosome","100GB","90%","JAFFAL"
33,"positive","ENSG00000225676:ENSG00000136861","hybrid","100GB","85%","JAFFAL"
33,"positive","ENSG00000225676:ENSG00000136861","hybrid","100GB","85%","JAFFAL"
33,"positive","ENSG00000036672:ENSG00000261821","truncated_tri_fusion","100GB","90%","JAFFAL"
33,"positive","ENSG00000168958:ENSG00000168621","truncated_tri_fusion","100GB","95%","JAFFAL"
33,"positive","ENSG00000108094:ENSG00000085788","hybrid","100GB","95%","JAFFAL"
33,"positive","ENSG00000108094:ENSG00000085788","hybrid","100GB","95%","JAFFAL"
33,"positive","ENSG00000151812:ENSG00000283352","false_fusion","100GB","95%","JAFFAL"
33,"positive","ENSG00000094631:ENSG00000186409","truncated_tri_fusion","100GB","95%","JAFFAL"
33,"positive","ENSG00000286799:ENSG00000257497","truncated_tri_fusion","100GB","95%","JAFFAL"
33,"positive","ENSG00000144815:ENSG00000171735","truncated_tri_fusion","100GB","95%","JAFFAL"
33,"positive","ENSG00000283154:ENSG00000255248","false_fusion","100GB","95%","JAFFAL"
32,"positive","ENSG00000103415:ENSG00000103160","intra_chromosome","100GB","95%","JAFFAL"
32,"positive","ENSG00000103415:ENSG00000103160","intra_chromosome","100GB","95%","JAFFAL"
31,"positive","ENSG00000285565:ENSG00000141499","hybrid","100GB","90%","JAFFAL"
31,"positive","ENSG00000285565:ENSG00000141499","hybrid","100GB","90%","JAFFAL"
31,"positive","ENSG00000286799:ENSG00000257497","truncated_tri_fusion","100GB","90%","JAFFAL"
31,"positive","ENSG00000143198:ENSG00000167881","truncated_tri_fusion","100GB","90%","JAFFAL"
31,"positive","ENSG00000144815:ENSG00000171735","truncated_tri_fusion","100GB","90%","JAFFAL"
31,"positive","ENSG00000157916:ENSG00000205835","hybrid","100GB","90%","JAFFAL"
31,"positive","ENSG00000157916:ENSG00000205835","hybrid","100GB","90%","JAFFAL"
31,"positive","ENSG00000236963:ENSG00000136014","truncated_tri_fusion","100GB","95%","JAFFAL"
31,"positive","ENSG00000114786:ENSG00000260995","truncated_tri_fusion","100GB","95%","JAFFAL"
31,"positive","ENSG00000145734:ENSG00000183476","truncated_tri_fusion","100GB","95%","JAFFAL"
30,"positive","ENSG00000114638:ENSG00000121578","read_through","100GB","90%","JAFFAL"
30,"positive","ENSG00000114638:ENSG00000121578","read_through","100GB","90%","JAFFAL"
30,"positive","ENSG00000105339:ENSG00000022567","read_through","100GB","95%","JAFFAL"
30,"positive","ENSG00000105339:ENSG00000022567","read_through","100GB","95%","JAFFAL"
30,"positive","ENSG00000235162:ENSG00000286520","read_through","100GB","95%","JAFFAL"
30,"positive","ENSG00000235162:ENSG00000286520","read_through","100GB","95%","JAFFAL"
30,"positive","ENSG00000159256:ENSG00000224924","intra_chromosome","100GB","95%","JAFFAL"
30,"positive","ENSG00000159256:ENSG00000224924","intra_chromosome","100GB","95%","JAFFAL"
30,"positive","ENSG00000101158:ENSG00000101266","intra_chromosome","100GB","85%","JAFFAL"
30,"positive","ENSG00000101158:ENSG00000101266","intra_chromosome","100GB","85%","JAFFAL"
30,"positive","ENSG00000036672:ENSG00000261821","truncated_tri_fusion","100GB","85%","JAFFAL"
30,"positive","ENSG00000198551:ENSG00000170144","truncated_tri_fusion","100GB","90%","JAFFAL"
30,"positive","ENSG00000114786:ENSG00000260995","truncated_tri_fusion","100GB","90%","JAFFAL"
30,"positive","ENSG00000142627:ENSG00000176746","truncated_tri_fusion","100GB","90%","JAFFAL"
30,"positive","ENSG00000197976:ENSG00000292345","chromosomal_misalignment:intra_chromosome","100GB","90%","JAFFAL"
30,"positive","ENSG00000009830:ENSG00000087258","hybrid","100GB","95%","JAFFAL"
30,"positive","ENSG00000009830:ENSG00000087258","hybrid","100GB","95%","JAFFAL"
30,"positive","ENSG00000081985:ENSG00000184619","truncated_tri_fusion","100GB","95%","JAFFAL"
30,"positive","ENSG00000168591:ENSG00000114923","truncated_tri_fusion","100GB","95%","JAFFAL"
30,"positive","ENSG00000036672:ENSG00000261821","truncated_tri_fusion","100GB","95%","JAFFAL"
30,"positive","ENSG00000003393:ENSG00000145916","truncated_tri_fusion","100GB","95%","JAFFAL"
30,"positive","ENSG00000188186:ENSG00000284776","hybrid","100GB","95%","JAFFAL"
30,"positive","ENSG00000188186:ENSG00000284776","hybrid","100GB","95%","JAFFAL"
29,"positive","ENSG00000105339:ENSG00000022567","read_through","100GB","90%","JAFFAL"
29,"positive","ENSG00000105339:ENSG00000022567","read_through","100GB","90%","JAFFAL"
29,"positive","ENSG00000130396:ENSG00000096070","truncated_tri_fusion","100GB","90%","JAFFAL"
29,"positive","ENSG00000258177:ENSG00000124523","truncated_tri_fusion","100GB","95%","JAFFAL"
29,"positive","ENSG00000106692:ENSG00000082898","hybrid","100GB","95%","JAFFAL"
29,"positive","ENSG00000106692:ENSG00000082898","hybrid","100GB","95%","JAFFAL"
29,"positive","ENSG00000128510:ENSG00000163930","truncated_tri_fusion","100GB","95%","JAFFAL"
28,"positive","ENSG00000235162:ENSG00000286520","read_through","100GB","90%","JAFFAL"
28,"positive","ENSG00000235162:ENSG00000286520","read_through","100GB","90%","JAFFAL"
28,"positive","ENSG00000048740:ENSG00000225830","intra_chromosome","100GB","90%","JAFFAL"
28,"positive","ENSG00000048740:ENSG00000225830","intra_chromosome","100GB","90%","JAFFAL"
28,"positive","ENSG00000134802:ENSG00000246273","intra_chromosome","100GB","90%","JAFFAL"
28,"positive","ENSG00000134802:ENSG00000246273","intra_chromosome","100GB","90%","JAFFAL"
28,"positive","ENSG00000272274:ENSG00000236581","intra_chromosome","100GB","85%","JAFFAL"
28,"positive","ENSG00000272274:ENSG00000236581","intra_chromosome","100GB","85%","JAFFAL"
28,"positive","ENSG00000289039:ENSG00000095794","intra_chromosome","100GB","90%","JAFFAL"
28,"positive","ENSG00000289039:ENSG00000095794","intra_chromosome","100GB","90%","JAFFAL"
28,"positive","ENSG00000102312:ENSG00000221910","truncated_tri_fusion","100GB","90%","JAFFAL"
28,"positive","ENSG00000138698:ENSG00000198246","truncated_tri_fusion","100GB","95%","JAFFAL"
28,"positive","ENSG00000140987:ENSG00000160752","truncated_tri_fusion","100GB","95%","JAFFAL"
28,"positive","ENSG00000290106:ENSG00000116205","hybrid","100GB","95%","JAFFAL"
28,"positive","ENSG00000290106:ENSG00000116205","hybrid","100GB","95%","JAFFAL"
27,"positive","ENSG00000095303:ENSG00000233616","read_through","100GB","90%","JAFFAL"
27,"positive","ENSG00000095303:ENSG00000233616","read_through","100GB","90%","JAFFAL"
27,"positive","ENSG00000235162:ENSG00000286520","read_through","100GB","85%","JAFFAL"
27,"positive","ENSG00000235162:ENSG00000286520","read_through","100GB","85%","JAFFAL"
27,"positive","ENSG00000249859:ENSG00000253503","intra_chromosome","100GB","95%","JAFFAL"
27,"positive","ENSG00000249859:ENSG00000253503","intra_chromosome","100GB","95%","JAFFAL"
27,"positive","ENSG00000134802:ENSG00000246273","intra_chromosome","100GB","95%","JAFFAL"
27,"positive","ENSG00000134802:ENSG00000246273","intra_chromosome","100GB","95%","JAFFAL"
27,"positive","ENSG00000125898:ENSG00000234948","intra_chromosome","100GB","90%","JAFFAL"
27,"positive","ENSG00000125898:ENSG00000234948","intra_chromosome","100GB","90%","JAFFAL"
27,"positive","ENSG00000101158:ENSG00000101266","intra_chromosome","100GB","95%","JAFFAL"
27,"positive","ENSG00000101158:ENSG00000101266","intra_chromosome","100GB","95%","JAFFAL"
27,"positive","ENSG00000227083:ENSG00000235262","intra_chromosome","100GB","85%","JAFFAL"
27,"positive","ENSG00000227083:ENSG00000235262","intra_chromosome","100GB","85%","JAFFAL"
27,"positive","ENSG00000227083:ENSG00000235262","intra_chromosome","100GB","90%","JAFFAL"
27,"positive","ENSG00000227083:ENSG00000235262","intra_chromosome","100GB","90%","JAFFAL"
27,"positive","ENSG00000186487:ENSG00000138380","intra_chromosome","100GB","95%","JAFFAL"
27,"positive","ENSG00000186487:ENSG00000138380","intra_chromosome","100GB","95%","JAFFAL"
27,"positive","ENSG00000072571:ENSG00000130714","truncated_tri_fusion","100GB","90%","JAFFAL"
27,"positive","ENSG00000273373:ENSG00000144815","truncated_tri_fusion","100GB","90%","JAFFAL"
27,"positive","ENSG00000034053:ENSG00000077782","truncated_tri_fusion","100GB","95%","JAFFAL"
27,"positive","ENSG00000273373:ENSG00000144815","truncated_tri_fusion","100GB","95%","JAFFAL"
26,"positive","ENSG00000117758:ENSG00000159176","intra_chromosome","100GB","95%","JAFFAL"
26,"positive","ENSG00000117758:ENSG00000159176","intra_chromosome","100GB","95%","JAFFAL"
26,"positive","ENSG00000168556:ENSG00000063978","intra_chromosome","100GB","95%","JAFFAL"
26,"positive","ENSG00000168556:ENSG00000063978","intra_chromosome","100GB","95%","JAFFAL"
26,"positive","ENSG00000286799:ENSG00000257497","truncated_tri_fusion","100GB","85%","JAFFAL"
26,"positive","ENSG00000187951:ENSG00000147041","false_fusion","100GB","90%","JAFFAL"
26,"positive","ENSG00000068097:ENSG00000196586","truncated_tri_fusion","100GB","95%","JAFFAL"
26,"positive","ENSG00000167257:ENSG00000081692","hybrid","100GB","95%","JAFFAL"
26,"positive","ENSG00000167257:ENSG00000081692","hybrid","100GB","95%","JAFFAL"
26,"positive","ENSG00000148308:ENSG00000260840","truncated_tri_fusion","100GB","95%","JAFFAL"
26,"positive","ENSG00000137251:ENSG00000268416","truncated_tri_fusion","100GB","95%","JAFFAL"
25,"positive","ENSG00000130396:ENSG00000096070","truncated_tri_fusion","100GB","95%","JAFFAL"
25,"positive","ENSG00000168556:ENSG00000063978","intra_chromosome","100GB","85%","JAFFAL"
25,"positive","ENSG00000168556:ENSG00000063978","intra_chromosome","100GB","85%","JAFFAL"
25,"positive","ENSG00000260995:ENSG00000165806","truncated_tri_fusion","100GB","85%","JAFFAL"
25,"positive","ENSG00000108094:ENSG00000085788","hybrid","100GB","85%","JAFFAL"
25,"positive","ENSG00000108094:ENSG00000085788","hybrid","100GB","85%","JAFFAL"
25,"positive","ENSG00000145907:ENSG00000082805","truncated_tri_fusion","100GB","90%","JAFFAL"
25,"positive","ENSG00000228570:ENSG00000167258","hybrid","100GB","90%","JAFFAL"
25,"positive","ENSG00000228570:ENSG00000167258","hybrid","100GB","90%","JAFFAL"
25,"positive","ENSG00000167257:ENSG00000081692","hybrid","100GB","90%","JAFFAL"
25,"positive","ENSG00000167257:ENSG00000081692","hybrid","100GB","90%","JAFFAL"
25,"positive","ENSG00000168675:ENSG00000102898","truncated_tri_fusion","100GB","90%","JAFFAL"
25,"positive","ENSG00000168591:ENSG00000114923","truncated_tri_fusion","100GB","90%","JAFFAL"
25,"positive","ENSG00000094631:ENSG00000186409","truncated_tri_fusion","100GB","90%","JAFFAL"
25,"positive","ENSG00000284770:ENSG00000198551","truncated_tri_fusion","100GB","95%","JAFFAL"
25,"positive","ENSG00000285053:ENSG00000198551","truncated_tri_fusion","100GB","95%","JAFFAL"
25,"positive","ENSG00000049759:ENSG00000203734","truncated_tri_fusion","100GB","95%","JAFFAL"
25,"positive","ENSG00000197462:ENSG00000141576","truncated_tri_fusion","100GB","95%","JAFFAL"
25,"positive","ENSG00000288769:ENSG00000111907","hybrid","100GB","95%","JAFFAL"
25,"positive","ENSG00000288769:ENSG00000111907","hybrid","100GB","95%","JAFFAL"
24,"positive","ENSG00000235221:ENSG00000236581","intra_chromosome","100GB","90%","JAFFAL"
24,"positive","ENSG00000235221:ENSG00000236581","intra_chromosome","100GB","90%","JAFFAL"
24,"positive","ENSG00000146282:ENSG00000153291","intra_chromosome","100GB","95%","JAFFAL"
24,"positive","ENSG00000146282:ENSG00000153291","intra_chromosome","100GB","95%","JAFFAL"
24,"positive","ENSG00000138759:ENSG00000104490","truncated_tri_fusion","100GB","85%","JAFFAL"
24,"positive","ENSG00000132170:ENSG00000181786","truncated_tri_fusion","100GB","85%","JAFFAL"
24,"positive","ENSG00000171109:ENSG00000174306","truncated_tri_fusion","100GB","90%","JAFFAL"
24,"positive","ENSG00000145734:ENSG00000183476","truncated_tri_fusion","100GB","90%","JAFFAL"
24,"positive","ENSG00000234456:ENSG00000139350","truncated_tri_fusion","100GB","90%","JAFFAL"
24,"positive","ENSG00000150753:ENSG00000264860","hybrid","100GB","90%","JAFFAL"
24,"positive","ENSG00000150753:ENSG00000264860","hybrid","100GB","90%","JAFFAL"
24,"positive","ENSG00000138115:ENSG00000282278","false_fusion","100GB","95%","JAFFAL"
24,"positive","ENSG00000150753:ENSG00000264860","hybrid","100GB","95%","JAFFAL"
24,"positive","ENSG00000150753:ENSG00000264860","hybrid","100GB","95%","JAFFAL"
24,"positive","ENSG00000292336:ENSG00000086758","chromosomal_misalignment:intra_chromosome","100GB","95%","JAFFAL"
23,"positive","ENSG00000159256:ENSG00000224924","intra_chromosome","100GB","90%","JAFFAL"
23,"positive","ENSG00000159256:ENSG00000224924","intra_chromosome","100GB","90%","JAFFAL"
23,"positive","ENSG00000162302:ENSG00000137707","truncated_tri_fusion","100GB","90%","JAFFAL"
23,"positive","ENSG00000186487:ENSG00000138380","intra_chromosome","100GB","90%","JAFFAL"
23,"positive","ENSG00000186487:ENSG00000138380","intra_chromosome","100GB","90%","JAFFAL"
23,"positive","ENSG00000143198:ENSG00000167881","truncated_tri_fusion","100GB","85%","JAFFAL"
23,"positive","ENSG00000144815:ENSG00000171735","truncated_tri_fusion","100GB","85%","JAFFAL"
23,"positive","ENSG00000137251:ENSG00000268416","truncated_tri_fusion","100GB","90%","JAFFAL"
23,"positive","ENSG00000132003:ENSG00000078699","truncated_tri_fusion","100GB","95%","JAFFAL"
23,"positive","ENSG00000187720:ENSG00000003393","truncated_tri_fusion","100GB","95%","JAFFAL"
23,"positive","ENSG00000130714:ENSG00000151694","truncated_tri_fusion","100GB","95%","JAFFAL"
23,"positive","ENSG00000228570:ENSG00000167258","hybrid","100GB","95%","JAFFAL"
23,"positive","ENSG00000228570:ENSG00000167258","hybrid","100GB","95%","JAFFAL"
23,"positive","ENSG00000105613:ENSG00000164011","hybrid","100GB","95%","JAFFAL"
23,"positive","ENSG00000105613:ENSG00000164011","hybrid","100GB","95%","JAFFAL"
23,"positive","ENSG00000187951:ENSG00000147041","false_fusion","100GB","95%","JAFFAL"
22,"positive","ENSG00000206384:ENSG00000196455","read_through","100GB","95%","JAFFAL"
22,"positive","ENSG00000206384:ENSG00000196455","read_through","100GB","95%","JAFFAL"
22,"positive","ENSG00000162302:ENSG00000137707","truncated_tri_fusion","100GB","85%","JAFFAL"
22,"positive","ENSG00000285565:ENSG00000141499","hybrid","100GB","85%","JAFFAL"
22,"positive","ENSG00000285565:ENSG00000141499","hybrid","100GB","85%","JAFFAL"
22,"positive","ENSG00000081985:ENSG00000184619","truncated_tri_fusion","100GB","85%","JAFFAL"
22,"positive","ENSG00000130714:ENSG00000151694","truncated_tri_fusion","100GB","90%","JAFFAL"
22,"positive","ENSG00000108094:ENSG00000085788","hybrid","100GB","90%","JAFFAL"
22,"positive","ENSG00000108094:ENSG00000085788","hybrid","100GB","90%","JAFFAL"
22,"positive","ENSG00000260840:ENSG00000093072","truncated_tri_fusion","100GB","90%","JAFFAL"
22,"positive","ENSG00000173638:ENSG00000109339","truncated_tri_fusion","100GB","90%","JAFFAL"
22,"positive","ENSG00000283154:ENSG00000255248","false_fusion","100GB","90%","JAFFAL"
22,"positive","ENSG00000123191:ENSG00000181927","false_fusion","100GB","95%","JAFFAL"
