fusionGene	Gene1_vID	Gene2_vID	Gene3_vID	original.fusion.gene.id	V1	V2	V3	geneName	name	chrom	strand	exonCount	exonBases	exonIndexes	exonStarts	exonEnds	fusionType	fusionOptions	geneName_ID	external_gene_name	fusion.gene.id	Gene1_alternative_ID	Gene2_alternative_ID	Gene3_alternative_ID
ENSG00000131781.13::ENSG00000250166.4	ENSG00000131781.13	ENSG00000250166.4	NA	ENSG00000131781:ENSG00000250166	ENSG00000131781	ENSG00000250166	NA	ENSG00000131781	ENST00000254090.9	chr1	-	6	902	3,4,5,6,7,8	147208853,147212394,147213309,147215755,147224896,147225288	147209051,147212535,147213470,147215942,147225066,147225327	hybrid	symmetrical_exons	ENSG00000131781.13	FMO5	ENSG00000131781:ENSG00000250166	ENSG00000131781	ENSG00000250166	NA
ENSG00000131781.13::ENSG00000250166.4	ENSG00000131781.13	ENSG00000250166.4	NA	ENSG00000131781:ENSG00000250166	ENSG00000131781	ENSG00000250166	NA	ENSG00000250166	ENST00000689593.1	chr12	+	2	316	0,1	22409274,22468627	22409407,22468808	hybrid	symmetrical_exons	ENSG00000250166.4	C2CD5-AS1	ENSG00000131781:ENSG00000250166	ENSG00000131781	ENSG00000250166	NA
ENSG00000236044.1::ENSG00000181927.4	ENSG00000236044.1	ENSG00000181927.4	NA	ENSG00000236044:ENSG00000181927	ENSG00000236044	ENSG00000181927	NA	ENSG00000236044	ENST00000439042.1	chr13	+	1	257	0	51966743	51966999	hybrid	symmetrical_exons	ENSG00000236044.1	FABP5P2	ENSG00000236044:ENSG00000181927	ENSG00000236044	ENSG00000181927	NA
ENSG00000236044.1::ENSG00000181927.4	ENSG00000236044.1	ENSG00000181927.4	NA	ENSG00000236044:ENSG00000181927	ENSG00000236044	ENSG00000181927	NA	ENSG00000181927	ENST00000641760.1	chr11	+	2	455	0,1	55635114,55638329	55635216,55638680	hybrid	symmetrical_exons	ENSG00000181927.4	OR4P4	ENSG00000236044:ENSG00000181927	ENSG00000236044	ENSG00000181927	NA
ENSG00000221300.1::ENSG00000089091.17	ENSG00000221300.1	ENSG00000089091.17	NA	ENSG00000221300:ENSG00000089091	ENSG00000221300	ENSG00000089091	NA	ENSG00000221300	ENST00000408373.1	chr2	+	1	59	0	42440378	42440436	hybrid	symmetrical_exons	ENSG00000221300.1	NA	ENSG00000221300:ENSG00000089091	ENSG00000221300	ENSG00000089091	NA
ENSG00000221300.1::ENSG00000089091.17	ENSG00000221300.1	ENSG00000089091.17	NA	ENSG00000221300:ENSG00000089091	ENSG00000221300	ENSG00000089091	NA	ENSG00000089091	ENST00000358866.10	chr20	-	16	2775	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	18383372,18385017,18389702,18390380,18393712,18394255,18396473,18398524,18412647,18414349,18415328,18427068,18433653,18443348,18448985,18452616	18384564,18385090,18389828,18390459,18393811,18394350,18396546,18398626,18412835,18414512,18415449,18427159,18433765,18443464,18449069,18452661	hybrid	symmetrical_exons	ENSG00000089091.17	DZANK1	ENSG00000221300:ENSG00000089091	ENSG00000221300	ENSG00000089091	NA
ENSG00000149273.15::ENSG00000262898.5	ENSG00000149273.15	ENSG00000262898.5	NA	ENSG00000149273:ENSG00000262898	ENSG00000149273	ENSG00000262898	NA	ENSG00000149273	ENST00000525690.1	chr11	+	4	351	0,1,2,3	75400693,75404150,75404673,75405615	75400777,75404207,75404868,75405626	hybrid	symmetrical_exons	ENSG00000149273.15	RPS3	ENSG00000149273:ENSG00000262898	ENSG00000149273	ENSG00000262898	NA
ENSG00000149273.15::ENSG00000262898.5	ENSG00000149273.15	ENSG00000262898.5	NA	ENSG00000149273:ENSG00000262898	ENSG00000149273	ENSG00000262898	NA	ENSG00000262898	ENST00000691786.1	chr17	+	1	347	0	83199653	83199999	hybrid	symmetrical_exons	ENSG00000262898.5	NA	ENSG00000149273:ENSG00000262898	ENSG00000149273	ENSG00000262898	NA
ENSG00000020256.20::ENSG00000136444.10	ENSG00000020256.20	ENSG00000136444.10	NA	ENSG00000020256:ENSG00000136444	ENSG00000020256	ENSG00000136444	NA	ENSG00000020256	ENST00000395979.1	chr20	-	4	604	0,1,2,3	52096809,52097374,52098439,52104654	52097106,52097435,52098587,52104748	hybrid	symmetrical_exons	ENSG00000020256.20	ZFP64	ENSG00000020256:ENSG00000136444	ENSG00000020256	ENSG00000136444	NA
ENSG00000020256.20::ENSG00000136444.10	ENSG00000020256.20	ENSG00000136444.10	NA	ENSG00000020256:ENSG00000136444	ENSG00000020256	ENSG00000136444	NA	ENSG00000136444	ENST00000515221.2	chr17	+	3	437	2,3,4	50483341,50484443,50484745	50483487,50484642,50484834	hybrid	symmetrical_exons	ENSG00000136444.10	RSAD1	ENSG00000020256:ENSG00000136444	ENSG00000020256	ENSG00000136444	NA
ENSG00000175984.15::ENSG00000259555.1	ENSG00000175984.15	ENSG00000259555.1	NA	ENSG00000175984:ENSG00000259555	ENSG00000175984	ENSG00000259555	NA	ENSG00000175984	ENST00000393276.7	chr1	-	17	2822	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	114587388,114587717,114594474,114595833,114599275,114600205,114600821,114601509,114602126,114604923,114608687,114611074,114618387,114622988,114623508,114625180,114669984	114587473,114587952,114594578,114595873,114599451,114600352,114600960,114601585,114602194,114605031,114608873,114611117,114618482,114623099,114623643,114626188,114670033	hybrid	symmetrical_exons	ENSG00000175984.15	DENND2C	ENSG00000175984:ENSG00000259555	ENSG00000175984	ENSG00000259555	NA
ENSG00000175984.15::ENSG00000259555.1	ENSG00000175984.15	ENSG00000259555.1	NA	ENSG00000175984:ENSG00000259555	ENSG00000175984	ENSG00000259555	NA	ENSG00000259555	ENST00000559120.1	chr15	+	1	20	1	78627886	78627905	hybrid	symmetrical_exons	ENSG00000259555.1	NA	ENSG00000175984:ENSG00000259555	ENSG00000175984	ENSG00000259555	NA
ENSG00000288769.2::ENSG00000111907.21	ENSG00000288769.2	ENSG00000111907.21	NA	ENSG00000288769:ENSG00000111907	ENSG00000288769	ENSG00000111907	NA	ENSG00000288769	ENST00000685569.2	chr3	+	3	1226	0,1,2	127456835,127459233,127460490	127457391,127459418,127460972	hybrid	symmetrical_exons	ENSG00000288769.2	NA	ENSG00000288769:ENSG00000111907	ENSG00000288769	ENSG00000111907	NA
ENSG00000288769.2::ENSG00000111907.21	ENSG00000288769.2	ENSG00000111907.21	NA	ENSG00000288769:ENSG00000111907	ENSG00000288769	ENSG00000111907	NA	ENSG00000111907	ENST00000527711.5	chr6	+	3	313	3,4,5	125248283,125257099,125262835	125248383,125257158,125262986	hybrid	symmetrical_exons	ENSG00000111907.21	TPD52L1	ENSG00000288769:ENSG00000111907	ENSG00000288769	ENSG00000111907	NA
ENSG00000170954.12::ENSG00000183137.15	ENSG00000170954.12	ENSG00000183137.15	NA	ENSG00000170954:ENSG00000183137	ENSG00000170954	ENSG00000183137	NA	ENSG00000170954	ENST00000595193.5	chr19	-	5	426	1,2,3,4,5	53115211,53115705,53116314,53122663,53132857	53115307,53115811,53116433,53122743,53132877	hybrid	symmetrical_exons	ENSG00000170954.12	ZNF415	ENSG00000170954:ENSG00000183137	ENSG00000170954	ENSG00000183137	NA
ENSG00000170954.12::ENSG00000183137.15	ENSG00000170954.12	ENSG00000183137.15	NA	ENSG00000170954:ENSG00000183137	ENSG00000170954	ENSG00000183137	NA	ENSG00000183137	ENST00000519095.5	chr6	+	1	117	6	109155792	109155908	hybrid	symmetrical_exons	ENSG00000183137.15	CEP57L1	ENSG00000170954:ENSG00000183137	ENSG00000170954	ENSG00000183137	NA
ENSG00000247627.2::ENSG00000189167.12	ENSG00000247627.2	ENSG00000189167.12	NA	ENSG00000247627:ENSG00000189167	ENSG00000247627	ENSG00000189167	NA	ENSG00000247627	ENST00000498999.2	chr5	-	1	998	0	134926661	134927658	hybrid	symmetrical_exons	ENSG00000247627.2	MTND4P12	ENSG00000247627:ENSG00000189167	ENSG00000247627	ENSG00000189167	NA
ENSG00000247627.2::ENSG00000189167.12	ENSG00000247627.2	ENSG00000189167.12	NA	ENSG00000247627:ENSG00000189167	ENSG00000247627	ENSG00000189167	NA	ENSG00000189167	ENST00000345108.6	chr13	-	3	354	0,1,2	32303772,32308687,32310640	32304022,32308760,32310668	hybrid	symmetrical_exons	ENSG00000189167.12	ZAR1L	ENSG00000247627:ENSG00000189167	ENSG00000247627	ENSG00000189167	NA
ENSG00000234255.9::ENSG00000251011.6	ENSG00000234255.9	ENSG00000251011.6	NA	ENSG00000234255:ENSG00000251011	ENSG00000234255	ENSG00000251011	NA	ENSG00000234255	ENST00000653527.1	chr2	-	1	161	3	65456020	65456180	hybrid	symmetrical_exons	ENSG00000234255.9	NA	ENSG00000234255:ENSG00000251011	ENSG00000234255	ENSG00000251011	NA
ENSG00000234255.9::ENSG00000251011.6	ENSG00000234255.9	ENSG00000251011.6	NA	ENSG00000234255:ENSG00000251011	ENSG00000234255	ENSG00000251011	NA	ENSG00000251011	ENST00000504993.5	chr3	-	4	683	0,1,2,3	133246107,133248379,133253363,133257026	133246475,133248597,133253452,133257030	hybrid	symmetrical_exons	ENSG00000251011.6	TMEM108-AS1	ENSG00000234255:ENSG00000251011	ENSG00000234255	ENSG00000251011	NA
ENSG00000060339.14::ENSG00000228451.5	ENSG00000060339.14	ENSG00000228451.5	NA	ENSG00000060339:ENSG00000228451	ENSG00000060339	ENSG00000228451	NA	ENSG00000060339	ENST00000538031.5	chr10	+	6	685	0,1,2,3,4,5	68721217,68722456,68736877,68737846,68740630,68742377	68721406,68722577,68737048,68737889,68740661,68742501	hybrid	symmetrical_exons	ENSG00000060339.14	CCAR1	ENSG00000060339:ENSG00000228451	ENSG00000060339	ENSG00000228451	NA
ENSG00000060339.14::ENSG00000228451.5	ENSG00000060339.14	ENSG00000228451.5	NA	ENSG00000060339:ENSG00000228451	ENSG00000060339	ENSG00000228451	NA	ENSG00000228451	ENST00000650042.1	chr8	-	2	750	0,1	26375914,26381801	26376648,26381815	hybrid	symmetrical_exons	ENSG00000228451.5	SDAD1P1	ENSG00000060339:ENSG00000228451	ENSG00000060339	ENSG00000228451	NA
ENSG00000259285.1::ENSG00000204661.9	ENSG00000259285.1	ENSG00000204661.9	NA	ENSG00000259285:ENSG00000204661	ENSG00000259285	ENSG00000204661	NA	ENSG00000259285	ENST00000559684.1	chr15	+	2	591	0,1	58065226,58066816	58065742,58066889	hybrid	symmetrical_exons	ENSG00000259285.1	ALDH1A2-AS1	ENSG00000259285:ENSG00000204661	ENSG00000259285	ENSG00000204661	NA
ENSG00000259285.1::ENSG00000204661.9	ENSG00000259285.1	ENSG00000204661.9	NA	ENSG00000259285:ENSG00000204661	ENSG00000259285	ENSG00000204661	NA	ENSG00000204661	ENST00000511063.5	chr5	-	3	1276	0,1,2	179641547,179642327,179643431	179641878,179643210,179643490	hybrid	symmetrical_exons	ENSG00000204661.9	C5orf60	ENSG00000259285:ENSG00000204661	ENSG00000259285	ENSG00000204661	NA
ENSG00000140105.18::ENSG00000224233.1	ENSG00000140105.18	ENSG00000224233.1	NA	ENSG00000140105:ENSG00000224233	ENSG00000140105	ENSG00000224233	NA	ENSG00000140105	ENST00000553395.5	chr14	-	1	48	5	100375512	100375559	hybrid	symmetrical_exons	ENSG00000140105.18	WARS1	ENSG00000140105:ENSG00000224233	ENSG00000140105	ENSG00000224233	NA
ENSG00000140105.18::ENSG00000224233.1	ENSG00000140105.18	ENSG00000224233.1	NA	ENSG00000140105:ENSG00000224233	ENSG00000140105	ENSG00000224233	NA	ENSG00000224233	ENST00000453647.1	chr6	+	1	557	0	29181511	29182067	hybrid	symmetrical_exons	ENSG00000224233.1	OR2J4P	ENSG00000140105:ENSG00000224233	ENSG00000140105	ENSG00000224233	NA
ENSG00000087053.20::ENSG00000222578.1	ENSG00000087053.20	ENSG00000222578.1	NA	ENSG00000087053:ENSG00000222578	ENSG00000087053	ENSG00000222578	NA	ENSG00000087053	ENST00000675933.1	chr11	-	2	250	15,16	95888157,95910611	95888261,95910755	read_through	symmetrical_exons	ENSG00000087053.20	MTMR2	ENSG00000087053:ENSG00000222578	ENSG00000087053	ENSG00000222578	NA
ENSG00000087053.20::ENSG00000222578.1	ENSG00000087053.20	ENSG00000222578.1	NA	ENSG00000087053:ENSG00000222578	ENSG00000087053	ENSG00000222578	NA	ENSG00000222578	ENST00000410646.1	chr11	-	1	17	0	95840018	95840034	read_through	symmetrical_exons	ENSG00000222578.1	RNA5SP345	ENSG00000087053:ENSG00000222578	ENSG00000087053	ENSG00000222578	NA
ENSG00000163930.10::ENSG00000010318.22	ENSG00000163930.10	ENSG00000010318.22	NA	ENSG00000163930:ENSG00000010318	ENSG00000163930	ENSG00000010318	NA	ENSG00000163930	ENST00000471532.5	chr3	-	2	108	3,4	52407400,52407959	52407460,52408005	read_through	symmetrical_exons	ENSG00000163930.10	BAP1	ENSG00000163930:ENSG00000010318	ENSG00000163930	ENSG00000010318	NA
ENSG00000163930.10::ENSG00000010318.22	ENSG00000163930.10	ENSG00000010318.22	NA	ENSG00000163930:ENSG00000010318	ENSG00000163930	ENSG00000010318	NA	ENSG00000010318	ENST00000327906.8	chr3	+	11	1993	0,1,2,3,4,5,6,7,8,9,10	52410661,52412812,52413997,52414497,52419834,52420312,52420904,52421649,52422223,52422761,52423092	52411247,52412920,52414048,52414587,52419934,52420435,52421062,52421754,52422338,52422881,52423518	read_through	symmetrical_exons	ENSG00000010318.22	PHF7	ENSG00000163930:ENSG00000010318	ENSG00000163930	ENSG00000010318	NA
ENSG00000240401.9::ENSG00000115355.18	ENSG00000240401.9	ENSG00000115355.18	NA	ENSG00000240401:ENSG00000115355	ENSG00000240401	ENSG00000115355	NA	ENSG00000240401	ENST00000629819.2	chr2	+	1	19	0	55314191	55314209	read_through	symmetrical_exons	ENSG00000240401.9	NA	ENSG00000240401:ENSG00000115355	ENSG00000240401	ENSG00000115355	NA
ENSG00000240401.9::ENSG00000115355.18	ENSG00000240401.9	ENSG00000115355.18	NA	ENSG00000240401:ENSG00000115355	ENSG00000240401	ENSG00000115355	NA	ENSG00000115355	ENST00000643634.1	chr2	-	3	179	0,1,2	55316104,55317207,55317565	55316114,55317349,55317589	read_through	symmetrical_exons	ENSG00000115355.18	CCDC88A	ENSG00000240401:ENSG00000115355	ENSG00000240401	ENSG00000115355	NA
ENSG00000197085.11::ENSG00000187258.14	ENSG00000197085.11	ENSG00000187258.14	NA	ENSG00000197085:ENSG00000187258	ENSG00000197085	ENSG00000187258	NA	ENSG00000197085	ENST00000358772.8	chr7	-	4	441	0,1,2,3	34568253,34569713,34728738,34758075	34568372,34569861,34728816,34758167	read_through	symmetrical_exons	ENSG00000197085.11	NPSR1-AS1	ENSG00000197085:ENSG00000187258	ENSG00000197085	ENSG00000187258	NA
ENSG00000197085.11::ENSG00000187258.14	ENSG00000197085.11	ENSG00000187258.14	NA	ENSG00000197085:ENSG00000187258	ENSG00000197085	ENSG00000187258	NA	ENSG00000187258	ENST00000360581.6	chr7	+	4	644	5,6,7,8	34834385,34844897,34848484,34849566	34834460,34844982,34848663,34849867	read_through	symmetrical_exons	ENSG00000187258.14	NPSR1	ENSG00000197085:ENSG00000187258	ENSG00000197085	ENSG00000187258	NA
ENSG00000132600.18::ENSG00000259797.1	ENSG00000132600.18	ENSG00000259797.1	NA	ENSG00000132600:ENSG00000259797	ENSG00000132600	ENSG00000259797	NA	ENSG00000132600	ENST00000690311.1	chr16	+	17	2066	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16	68311064,68312043,68321427,68324684,68329067,68337460,68339323,68339789,68345676,68346146,68347212,68347632,68348343,68352249,68353396,68355724,68357055	68311111,68312176,68321462,68324832,68329174,68337571,68339563,68339968,68345802,68346280,68347294,68347678,68348431,68352409,68353566,68355883,68357139	read_through	symmetrical_exons	ENSG00000132600.18	PRMT7	ENSG00000132600:ENSG00000259797	ENSG00000132600	ENSG00000259797	NA
ENSG00000132600.18::ENSG00000259797.1	ENSG00000132600.18	ENSG00000259797.1	NA	ENSG00000132600:ENSG00000259797	ENSG00000132600	ENSG00000259797	NA	ENSG00000259797	ENST00000563203.1	chr16	+	1	115	1	68318745	68318859	read_through	symmetrical_exons	ENSG00000259797.1	NA	ENSG00000132600:ENSG00000259797	ENSG00000132600	ENSG00000259797	NA
ENSG00000223631.2::ENSG00000284659.1	ENSG00000223631.2	ENSG00000284659.1	NA	ENSG00000223631:ENSG00000284659	ENSG00000223631	ENSG00000284659	NA	ENSG00000223631	ENST00000668661.1	chr2	+	3	535	0,1,2	131402873,131405214,131407464	131403251,131405360,131407472	read_through	symmetrical_exons	ENSG00000223631.2	LINC01120	ENSG00000223631:ENSG00000284659	ENSG00000223631	ENSG00000284659	NA
ENSG00000223631.2::ENSG00000284659.1	ENSG00000223631.2	ENSG00000284659.1	NA	ENSG00000223631:ENSG00000284659	ENSG00000223631	ENSG00000284659	NA	ENSG00000284659	ENST00000641610.1	chr2	-	1	107	0	131419666	131419772	read_through	symmetrical_exons	ENSG00000284659.1	NA	ENSG00000223631:ENSG00000284659	ENSG00000223631	ENSG00000284659	NA
ENSG00000215124.2::ENSG00000225102.2	ENSG00000215124.2	ENSG00000225102.2	NA	ENSG00000215124:ENSG00000225102	ENSG00000215124	ENSG00000225102	NA	ENSG00000215124	ENST00000299540.6	chr6	-	1	1152	0	11861627	11862778	read_through	symmetrical_exons	ENSG00000215124.2	AMD1P4	ENSG00000215124:ENSG00000225102	ENSG00000215124	ENSG00000225102	NA
ENSG00000215124.2::ENSG00000225102.2	ENSG00000215124.2	ENSG00000225102.2	NA	ENSG00000215124:ENSG00000225102	ENSG00000215124	ENSG00000225102	NA	ENSG00000225102	ENST00000456036.2	chr6	-	3	339	0,1,2	11990339,11991916,12001163	11990520,11992038,12001196	read_through	symmetrical_exons	ENSG00000225102.2	NA	ENSG00000215124:ENSG00000225102	ENSG00000215124	ENSG00000225102	NA
ENSG00000254852.9::ENSG00000255037.1	ENSG00000254852.9	ENSG00000255037.1	NA	ENSG00000254852:ENSG00000255037	ENSG00000254852	ENSG00000255037	NA	ENSG00000254852	ENST00000529166.6	chr16	+	6	799	0,1,2,3,4,5	14742534,14747788,14748029,14755193,14758948,14759211	14742765,14747865,14748185,14755320,14759046,14759315	read_through	symmetrical_exons	ENSG00000254852.9	NPIPA2	ENSG00000254852:ENSG00000255037	ENSG00000254852	ENSG00000255037	NA
ENSG00000254852.9::ENSG00000255037.1	ENSG00000254852.9	ENSG00000255037.1	NA	ENSG00000254852:ENSG00000255037	ENSG00000254852	ENSG00000255037	NA	ENSG00000255037	ENST00000528546.1	chr16	-	2	202	0,1	14766403,14769926	14766508,14770021	read_through	symmetrical_exons	ENSG00000255037.1	PLA2G10EP	ENSG00000254852:ENSG00000255037	ENSG00000254852	ENSG00000255037	NA
ENSG00000122741.16::ENSG00000232454.2	ENSG00000122741.16	ENSG00000232454.2	NA	ENSG00000122741:ENSG00000232454	ENSG00000122741	ENSG00000232454	NA	ENSG00000122741	ENST00000377724.8	chr9	+	3	825	0,1,2	37800798,37819289,37842090	37801405,37819401,37842193	read_through	symmetrical_exons	ENSG00000122741.16	DCAF10	ENSG00000122741:ENSG00000232454	ENSG00000122741	ENSG00000232454	NA
ENSG00000122741.16::ENSG00000232454.2	ENSG00000122741.16	ENSG00000232454.2	NA	ENSG00000122741:ENSG00000232454	ENSG00000122741	ENSG00000232454	NA	ENSG00000232454	ENST00000452964.2	chr9	+	1	200	0	37836045	37836244	read_through	symmetrical_exons	ENSG00000232454.2	NA	ENSG00000122741:ENSG00000232454	ENSG00000122741	ENSG00000232454	NA
ENSG00000231329.8::ENSG00000272446.5	ENSG00000231329.8	ENSG00000272446.5	NA	ENSG00000231329:ENSG00000272446	ENSG00000231329	ENSG00000272446	NA	ENSG00000231329	ENST00000619494.1	chr6	-	1	243	1	139239087	139239329	read_through	symmetrical_exons	ENSG00000231329.8	NA	ENSG00000231329:ENSG00000272446	ENSG00000231329	ENSG00000272446	NA
ENSG00000231329.8::ENSG00000272446.5	ENSG00000231329.8	ENSG00000272446.5	NA	ENSG00000231329:ENSG00000272446	ENSG00000231329	ENSG00000272446	NA	ENSG00000272446	ENST00000621913.4	chr6	-	3	295	0,1,2	139239084,139247818,139255565	139239257,139247909,139255593	read_through	symmetrical_exons	ENSG00000272446.5	NA	ENSG00000231329:ENSG00000272446	ENSG00000231329	ENSG00000272446	NA
ENSG00000090061.17::ENSG00000205476.9	ENSG00000090061.17	ENSG00000205476.9	NA	ENSG00000090061:ENSG00000205476	ENSG00000090061	ENSG00000205476	NA	ENSG00000090061	ENST00000557165.5	chr14	+	4	510	0,1,2,3	99481170,99481339,99492627,99493515	99481242,99481479,99492874,99493562	read_through	symmetrical_exons	ENSG00000090061.17	CCNK	ENSG00000090061:ENSG00000205476	ENSG00000090061	ENSG00000205476	NA
ENSG00000090061.17::ENSG00000205476.9	ENSG00000090061.17	ENSG00000205476.9	NA	ENSG00000090061:ENSG00000205476	ENSG00000090061	ENSG00000205476	NA	ENSG00000205476	ENST00000380243.9	chr14	-	4	15406	0,1,2,3	99500191,99516189,99517089,99522134	99515335,99516286,99517183,99522201	read_through	symmetrical_exons	ENSG00000205476.9	CCDC85C	ENSG00000090061:ENSG00000205476	ENSG00000090061	ENSG00000205476	NA
ENSG00000149599.16::ENSG00000131044.19	ENSG00000149599.16	ENSG00000131044.19	NA	ENSG00000149599:ENSG00000131044	ENSG00000149599	ENSG00000131044	NA	ENSG00000149599	ENST00000278979.7	chr20	-	4	237	6,7,8,9	31864954,31867072,31869565,31870577	31865002,31867153,31869597,31870649	read_through	symmetrical_exons	ENSG00000149599.16	DUSP15	ENSG00000149599:ENSG00000131044	ENSG00000149599	ENSG00000131044	NA
ENSG00000149599.16::ENSG00000131044.19	ENSG00000149599.16	ENSG00000131044.19	NA	ENSG00000149599:ENSG00000131044	ENSG00000149599	ENSG00000131044	NA	ENSG00000131044	ENST00000535842.6	chr20	+	14	1286	1,2,3,4,5,6,7,8,9,10,11,12,13,14	31871123,31887197,31898474,31908592,31909738,31919865,31922964,31925010,31926050,31933801,31934693,31937397,31939143,31942946	31871195,31887239,31898565,31908702,31909922,31919932,31923053,31925049,31926091,31933858,31934888,31937509,31939266,31942996	read_through	symmetrical_exons	ENSG00000131044.19	TTLL9	ENSG00000149599:ENSG00000131044	ENSG00000149599	ENSG00000131044	NA
ENSG00000234941.1::ENSG00000290439.1	ENSG00000234941.1	ENSG00000290439.1	NA	ENSG00000234941:ENSG00000290439	ENSG00000234941	ENSG00000290439	NA	ENSG00000234941	ENST00000418733.1	chr10	-	1	104	0	38250443	38250546	read_through	symmetrical_exons	ENSG00000234941.1	NA	ENSG00000234941:ENSG00000099251	ENSG00000234941	ENSG00000099251	NA
ENSG00000234941.1::ENSG00000290439.1	ENSG00000234941.1	ENSG00000290439.1	NA	ENSG00000234941:ENSG00000290439	ENSG00000234941	ENSG00000290439	NA	ENSG00000234941	ENST00000418733.1	chr10	-	1	104	0	38250443	38250546	read_through	symmetrical_exons	ENSG00000234941.1	NA	ENSG00000234941:ENSG00000290439	ENSG00000234941	ENSG00000290439	NA
ENSG00000234941.1::ENSG00000290439.1	ENSG00000234941.1	ENSG00000290439.1	NA	ENSG00000234941:ENSG00000290439	ENSG00000234941	ENSG00000290439	NA	ENSG00000290439	ENST00000494540.5	chr10	+	7	951	1,2,3,4,5,6,7	38358313,38362241,38363497,38365435,38369954,38371076,38377986	38358515,38362338,38363610,38365629,38370009,38371173,38378172	read_through	symmetrical_exons	ENSG00000290439.1	HSD17B7P2	ENSG00000234941:ENSG00000099251	ENSG00000234941	ENSG00000099251	NA
ENSG00000234941.1::ENSG00000290439.1	ENSG00000234941.1	ENSG00000290439.1	NA	ENSG00000234941:ENSG00000290439	ENSG00000234941	ENSG00000290439	NA	ENSG00000290439	ENST00000494540.5	chr10	+	7	951	1,2,3,4,5,6,7	38358313,38362241,38363497,38365435,38369954,38371076,38377986	38358515,38362338,38363610,38365629,38370009,38371173,38378172	read_through	symmetrical_exons	ENSG00000290439.1	HSD17B7P2	ENSG00000234941:ENSG00000290439	ENSG00000234941	ENSG00000290439	NA
ENSG00000251886.1::ENSG00000263748.1	ENSG00000251886.1	ENSG00000263748.1	NA	ENSG00000251886:ENSG00000263748	ENSG00000251886	ENSG00000263748	NA	ENSG00000251886	ENST00000516077.1	chr18	-	1	18	0	21120405	21120422	read_through	symmetrical_exons	ENSG00000251886.1	RNU6-120P	ENSG00000251886:ENSG00000263748	ENSG00000251886	ENSG00000263748	NA
ENSG00000251886.1::ENSG00000263748.1	ENSG00000251886.1	ENSG00000263748.1	NA	ENSG00000251886:ENSG00000263748	ENSG00000251886	ENSG00000263748	NA	ENSG00000263748	ENST00000580616.1	chr18	-	1	330	0	21182504	21182833	read_through	symmetrical_exons	ENSG00000263748.1	EXOGP1	ENSG00000251886:ENSG00000263748	ENSG00000251886	ENSG00000263748	NA
ENSG00000164117.14::ENSG00000164118.13	ENSG00000164117.14	ENSG00000164118.13	NA	ENSG00000164117:ENSG00000164118	ENSG00000164117	ENSG00000164118	NA	ENSG00000164117	ENST00000393674.7	chr4	-	1	77	5	174283411	174283487	read_through	symmetrical_exons	ENSG00000164117.14	FBXO8	ENSG00000164117:ENSG00000164118	ENSG00000164117	ENSG00000164118	NA
ENSG00000164117.14::ENSG00000164118.13	ENSG00000164117.14	ENSG00000164118.13	NA	ENSG00000164117:ENSG00000164118	ENSG00000164117	ENSG00000164118	NA	ENSG00000164118	ENST00000505124.5	chr4	+	2	236	2,3	174302040,174303704	174302186,174303792	read_through	symmetrical_exons	ENSG00000164118.13	CEP44	ENSG00000164117:ENSG00000164118	ENSG00000164117	ENSG00000164118	NA
ENSG00000162882.15::ENSG00000288886.2	ENSG00000162882.15	ENSG00000288886.2	NA	ENSG00000162882:ENSG00000288886	ENSG00000162882	ENSG00000288886	NA	ENSG00000162882	ENST00000294973.11	chr2	-	9	730	1,2,3,4,5,6,7,8,9	42767596,42767861,42769714,42770144,42770494,42783315,42783785,42788530,42792458	42767677,42767928,42769858,42770186,42770582,42783420,42783867,42788607,42792493	read_through	symmetrical_exons	ENSG00000162882.15	HAAO	ENSG00000162882:ENSG00000288886	ENSG00000162882	ENSG00000288886	NA
ENSG00000162882.15::ENSG00000288886.2	ENSG00000162882.15	ENSG00000288886.2	NA	ENSG00000162882:ENSG00000288886	ENSG00000162882	ENSG00000288886	NA	ENSG00000288886	ENST00000687045.1	chr2	+	1	666	1	42794350	42795015	read_through	symmetrical_exons	ENSG00000288886.2	NA	ENSG00000162882:ENSG00000288886	ENSG00000162882	ENSG00000288886	NA
ENSG00000130985.17::ENSG00000224975.1	ENSG00000130985.17	ENSG00000224975.1	NA	ENSG00000130985:ENSG00000224975	ENSG00000130985	ENSG00000224975	NA	ENSG00000130985	ENST00000427561.5	chrX	+	4	346	0,1,2,3	47191424,47198310,47198804,47199049	47191567,47198355,47198919,47199088	read_through	symmetrical_exons	ENSG00000130985.17	UBA1	ENSG00000130985:ENSG00000224975	ENSG00000130985	ENSG00000224975	NA
ENSG00000130985.17::ENSG00000224975.1	ENSG00000130985.17	ENSG00000224975.1	NA	ENSG00000130985:ENSG00000224975	ENSG00000130985	ENSG00000224975	NA	ENSG00000224975	ENST00000456273.1	chrX	+	1	584	0	47204922	47205505	read_through	symmetrical_exons	ENSG00000224975.1	INE1	ENSG00000130985:ENSG00000224975	ENSG00000130985	ENSG00000224975	NA
