fusion.gene.id	Sequence_Identity	depth	control	Algorithm	fusionType	Total_Read_Supp	overlap	recall_category
ENSG00000075975:ENSG00000132155	95%	100GB	positive	FusionSeeker	false_fusion	256	1	False_Call
ENSG00000075975:ENSG00000132155	95%	10GB	positive	FusionSeeker	false_fusion	24	1	False_Call
ENSG00000076513:ENSG00000280426	85%	100GB	positive	Genion	reverse_order: read_through	26	1	Partial_Recall
ENSG00000076513:ENSG00000280426	90%	100GB	positive	Genion	reverse_order: read_through	13	1	Partial_Recall
ENSG00000076513:ENSG00000280426	95%	100GB	positive	Genion	reverse_order: read_through	14	1	Partial_Recall
ENSG00000076554:ENSG00000197462	95%	100GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	11	1	Partial_Recall
ENSG00000077380:ENSG00000135205	85%	100GB	positive	FusionSeeker	false_fusion	42	1	False_Call
ENSG00000077380:ENSG00000135205	85%	10GB	positive	FusionSeeker	false_fusion	6	1	False_Call
ENSG00000077380:ENSG00000135205	90%	100GB	positive	FusionSeeker	false_fusion	39	1	False_Call
ENSG00000077380:ENSG00000135205	90%	10GB	positive	FusionSeeker	false_fusion	3	1	False_Call
ENSG00000077380:ENSG00000135205	95%	100GB	positive	FusionSeeker	false_fusion	41	1	False_Call
ENSG00000077380:ENSG00000135205	95%	10GB	positive	FusionSeeker	false_fusion	7	1	False_Call
ENSG00000077380:ENSG00000186088	85%	10GB	positive	GFSeeker	reverse_order:truncated_tri_fusion	5	1	Partial_Recall
ENSG00000077380:ENSG00000186088	90%	10GB	positive	GFSeeker	reverse_order:truncated_tri_fusion	2	1	Partial_Recall
ENSG00000077380:ENSG00000186088	95%	10GB	positive	GFSeeker	reverse_order:truncated_tri_fusion	5	1	Partial_Recall
ENSG00000077380:ENSG00000186088:ENSG00000273471	95%	100GB	positive	Genion	false_fusion	23	1	False_Call
ENSG00000077684:ENSG00000223768	85%	100GB	positive	CTAT-LR-Fusion	hybrid	33	3	True_Recall
ENSG00000077684:ENSG00000223768	85%	100GB	positive	Genion	hybrid	38	3	True_Recall
ENSG00000077684:ENSG00000223768	85%	100GB	positive	JAFFAL	hybrid	36	3	True_Recall
ENSG00000077684:ENSG00000223768	85%	10GB	positive	CTAT-LR-Fusion	hybrid	2	2	True_Recall
ENSG00000077684:ENSG00000223768	85%	10GB	positive	JAFFAL	hybrid	2	2	True_Recall
ENSG00000077684:ENSG00000223768	90%	100GB	positive	CTAT-LR-Fusion	hybrid	44	3	True_Recall
ENSG00000077684:ENSG00000223768	90%	100GB	positive	Genion	hybrid	47	3	True_Recall
ENSG00000077684:ENSG00000223768	90%	100GB	positive	JAFFAL	hybrid	46	3	True_Recall
ENSG00000077684:ENSG00000223768	90%	10GB	positive	CTAT-LR-Fusion	hybrid	6	2	True_Recall
ENSG00000077684:ENSG00000223768	90%	10GB	positive	JAFFAL	hybrid	7	2	True_Recall
ENSG00000077684:ENSG00000223768	95%	100GB	positive	CTAT-LR-Fusion	hybrid	36	3	True_Recall
ENSG00000077684:ENSG00000223768	95%	100GB	positive	Genion	hybrid	38	3	True_Recall
ENSG00000077684:ENSG00000223768	95%	100GB	positive	JAFFAL	hybrid	36	3	True_Recall
ENSG00000077684:ENSG00000223768	95%	10GB	positive	CTAT-LR-Fusion	hybrid	2	2	True_Recall
ENSG00000077684:ENSG00000223768	95%	10GB	positive	JAFFAL	hybrid	2	2	True_Recall
ENSG00000078328:ENSG00000284731	90%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000078328:ENSG00000284731	95%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000078699:ENSG00000132003	85%	100GB	positive	LongGF	reverse_order:truncated_tri_fusion	5	1	Partial_Recall
ENSG00000078699:ENSG00000132003	90%	100GB	positive	Genion	reverse_order:truncated_tri_fusion	15	2	Partial_Recall
ENSG00000078699:ENSG00000132003	90%	100GB	positive	LongGF	reverse_order:truncated_tri_fusion	10	2	Partial_Recall
ENSG00000078699:ENSG00000132003	90%	10GB	positive	GFSeeker	reverse_order:truncated_tri_fusion	3	2	Partial_Recall
ENSG00000078699:ENSG00000132003	90%	10GB	positive	LongGF	reverse_order:truncated_tri_fusion	2	2	Partial_Recall
ENSG00000078699:ENSG00000132003	95%	100GB	positive	Genion	reverse_order:truncated_tri_fusion	26	2	Partial_Recall
ENSG00000078699:ENSG00000132003	95%	100GB	positive	LongGF	reverse_order:truncated_tri_fusion	19	2	Partial_Recall
ENSG00000078699:ENSG00000132003	95%	10GB	positive	GFSeeker	reverse_order:truncated_tri_fusion	2	1	Partial_Recall
ENSG00000079215:ENSG00000113648	90%	10GB	positive	GFSeeker	reverse_order: hybrid	2	1	Partial_Recall
ENSG00000079332:ENSG00000233662	95%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000079332:ENSG00000273269	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000079332:ENSG00000273269	95%	100GB	positive	FusionSeeker	false_fusion	6	1	False_Call
ENSG00000079387:ENSG00000167110	85%	100GB	positive	FusionSeeker	false_fusion	3	1	False_Call
ENSG00000079387:ENSG00000167110	85%	10GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000079387:ENSG00000167110	90%	100GB	positive	FusionSeeker	false_fusion	25	1	False_Call
ENSG00000079387:ENSG00000167110	90%	10GB	positive	FusionSeeker	false_fusion	5	1	False_Call
ENSG00000079387:ENSG00000167110	95%	100GB	positive	FusionSeeker	false_fusion	40	2	False_Call
ENSG00000079387:ENSG00000167110	95%	100GB	positive	JAFFAL	false_fusion	3	2	False_Call
ENSG00000079387:ENSG00000167110	95%	10GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000080822:ENSG00000103043:ENSG00000277893	90%	100GB	positive	Genion	reverse_order:tri_fusion	12	1	Partial_Recall
ENSG00000080822:ENSG00000250562	90%	100GB	positive	Genion	false_fusion	5	1	False_Call
ENSG00000081051:ENSG00000087086	90%	10GB	positive	GFSeeker	false_fusion	2	1	False_Call
ENSG00000081051:ENSG00000137154	90%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000081051:ENSG00000142541	95%	100GB	positive	LongGF	false_fusion	2	1	False_Call
ENSG00000081051:ENSG00000150991	90%	100GB	positive	LongGF	false_fusion	2	1	False_Call
ENSG00000081051:ENSG00000156508	85%	100GB	positive	FusionSeeker	false_fusion	2	2	False_Call
ENSG00000081051:ENSG00000156508	85%	100GB	positive	LongGF	false_fusion	2	2	False_Call
ENSG00000081051:ENSG00000156508	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000081051:ENSG00000156508	90%	10GB	positive	GFSeeker	false_fusion	3	1	False_Call
ENSG00000081051:ENSG00000163631	85%	100GB	positive	JAFFAL	false_fusion	2	1	False_Call
ENSG00000081051:ENSG00000163631	95%	10GB	positive	GFSeeker	false_fusion	2	1	False_Call
ENSG00000081051:ENSG00000167526	90%	100GB	positive	JAFFAL	false_fusion	2	1	False_Call
ENSG00000081051:ENSG00000167526	95%	100GB	positive	LongGF	false_fusion	2	1	False_Call
ENSG00000081051:ENSG00000196136	95%	100GB	negative	JAFFAL	false_fusion	2	2	False_Call
ENSG00000081051:ENSG00000196136	95%	100GB	negative	LongGF	false_fusion	2	2	False_Call
ENSG00000081051:ENSG00000198755	90%	100GB	negative	FusionSeeker	false_fusion	2	2	False_Call
ENSG00000081051:ENSG00000198755	90%	100GB	negative	LongGF	false_fusion	2	2	False_Call
ENSG00000081051:ENSG00000198804	85%	100GB	negative	FusionSeeker	false_fusion:mitochondrial_genomic	2	1	False_Call
ENSG00000081051:ENSG00000198804	85%	100GB	negative	LongGF	false_fusion	2	1	False_Call
ENSG00000081051:ENSG00000198840	95%	100GB	positive	FusionSeeker	false_fusion:mitochondrial_genomic	2	1	False_Call
ENSG00000081051:ENSG00000198938	90%	100GB	positive	FusionSeeker	false_fusion:mitochondrial_genomic	2	1	False_Call
ENSG00000081051:ENSG00000210082	85%	100GB	positive	FusionSeeker	false_fusion:mitochondrial_genomic	4	1	False_Call
ENSG00000081051:ENSG00000210082	90%	100GB	positive	FusionSeeker	false_fusion:mitochondrial_genomic	3	1	False_Call
ENSG00000081051:ENSG00000270800	95%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000081154:ENSG00000231500	85%	100GB	negative	FusionSeeker	false_fusion	28	1	False_Call
ENSG00000081154:ENSG00000231500	85%	100GB	positive	FusionSeeker	false_fusion	24	1	False_Call
ENSG00000081154:ENSG00000231500	85%	10GB	positive	FusionSeeker	false_fusion	4	1	False_Call
ENSG00000081154:ENSG00000231500	90%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000081154:ENSG00000231500	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000081692:ENSG00000167257	85%	100GB	positive	Genion	reverse_order: hybrid	16	2	Partial_Recall
ENSG00000081692:ENSG00000167257	85%	100GB	positive	LongGF	reverse_order: hybrid	12	2	Partial_Recall
ENSG00000081692:ENSG00000167257	85%	10GB	positive	GFSeeker	reverse_order: hybrid	3	1	Partial_Recall
ENSG00000081692:ENSG00000167257	90%	100GB	positive	Genion	reverse_order: hybrid	30	2	Partial_Recall
ENSG00000081692:ENSG00000167257	90%	100GB	positive	LongGF	reverse_order: hybrid	24	2	Partial_Recall
ENSG00000081692:ENSG00000167257	90%	10GB	positive	LongGF	reverse_order: hybrid	3	1	Partial_Recall
ENSG00000081692:ENSG00000167257	95%	100GB	positive	Genion	reverse_order: hybrid	25	2	Partial_Recall
ENSG00000081692:ENSG00000167257	95%	100GB	positive	LongGF	reverse_order: hybrid	22	2	Partial_Recall
ENSG00000081692:ENSG00000167257	95%	10GB	positive	GFSeeker	reverse_order: hybrid	7	2	Partial_Recall
ENSG00000081692:ENSG00000167257	95%	10GB	positive	LongGF	reverse_order: hybrid	5	2	Partial_Recall
ENSG00000081985:ENSG00000164756	85%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	17	3	Partial_Recall
ENSG00000081985:ENSG00000164756	85%	100GB	positive	Genion	reverse_order:truncated_tri_fusion	13	3	Partial_Recall
ENSG00000081985:ENSG00000164756	85%	100GB	positive	LongGF	reverse_order:truncated_tri_fusion	13	3	Partial_Recall
ENSG00000081985:ENSG00000164756	85%	10GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	2	2	Partial_Recall
ENSG00000081985:ENSG00000164756	85%	10GB	positive	LongGF	reverse_order:truncated_tri_fusion	2	2	Partial_Recall
ENSG00000081985:ENSG00000164756	90%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	28	3	Partial_Recall
ENSG00000081985:ENSG00000164756	90%	100GB	positive	Genion	reverse_order:truncated_tri_fusion	15	3	Partial_Recall
ENSG00000081985:ENSG00000164756	90%	100GB	positive	LongGF	reverse_order:truncated_tri_fusion	22	3	Partial_Recall
ENSG00000081985:ENSG00000164756	90%	10GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	4	3	Partial_Recall
ENSG00000081985:ENSG00000164756	90%	10GB	positive	GFSeeker	reverse_order:truncated_tri_fusion	2	3	Partial_Recall
ENSG00000081985:ENSG00000164756	90%	10GB	positive	LongGF	reverse_order:truncated_tri_fusion	3	3	Partial_Recall
ENSG00000081985:ENSG00000164756	95%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	27	3	Partial_Recall
ENSG00000081985:ENSG00000164756	95%	100GB	positive	Genion	reverse_order:truncated_tri_fusion	21	3	Partial_Recall
ENSG00000081985:ENSG00000164756	95%	100GB	positive	LongGF	reverse_order:truncated_tri_fusion	23	3	Partial_Recall
ENSG00000081985:ENSG00000164756:ENSG00000184619	90%	100GB	positive	Genion	wrong_order:tri_fusion	11	1	Partial_Recall
ENSG00000081985:ENSG00000164756:ENSG00000184619	95%	100GB	positive	Genion	wrong_order:tri_fusion	8	1	Partial_Recall
ENSG00000081985:ENSG00000184619	85%	100GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	14	5	Partial_Recall
ENSG00000081985:ENSG00000184619	85%	100GB	positive	FusionSeeker	truncated_tri_fusion	29	5	Partial_Recall
ENSG00000081985:ENSG00000184619	85%	100GB	positive	Genion	truncated_tri_fusion	21	5	Partial_Recall
ENSG00000081985:ENSG00000184619	85%	100GB	positive	JAFFAL	truncated_tri_fusion	22	5	Partial_Recall
ENSG00000081985:ENSG00000184619	85%	100GB	positive	LongGF	truncated_tri_fusion	19	5	Partial_Recall
ENSG00000081985:ENSG00000184619	85%	10GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	2	4	Partial_Recall
ENSG00000081985:ENSG00000184619	85%	10GB	positive	FusionSeeker	truncated_tri_fusion	4	4	Partial_Recall
ENSG00000081985:ENSG00000184619	85%	10GB	positive	JAFFAL	truncated_tri_fusion	4	4	Partial_Recall
ENSG00000081985:ENSG00000184619	85%	10GB	positive	LongGF	truncated_tri_fusion	4	4	Partial_Recall
ENSG00000081985:ENSG00000184619	90%	100GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	29	5	Partial_Recall
ENSG00000081985:ENSG00000184619	90%	100GB	positive	FusionSeeker	truncated_tri_fusion	36	5	Partial_Recall
ENSG00000081985:ENSG00000184619	90%	100GB	positive	Genion	truncated_tri_fusion	20	5	Partial_Recall
ENSG00000081985:ENSG00000184619	90%	100GB	positive	JAFFAL	truncated_tri_fusion	35	5	Partial_Recall
ENSG00000081985:ENSG00000184619	90%	100GB	positive	LongGF	truncated_tri_fusion	22	5	Partial_Recall
ENSG00000081985:ENSG00000184619	90%	10GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	5	4	Partial_Recall
ENSG00000081985:ENSG00000184619	90%	10GB	positive	FusionSeeker	truncated_tri_fusion	6	4	Partial_Recall
ENSG00000081985:ENSG00000184619	90%	10GB	positive	JAFFAL	truncated_tri_fusion	6	4	Partial_Recall
ENSG00000081985:ENSG00000184619	90%	10GB	positive	LongGF	truncated_tri_fusion	4	4	Partial_Recall
ENSG00000081985:ENSG00000184619	95%	100GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	27	5	Partial_Recall
ENSG00000081985:ENSG00000184619	95%	100GB	positive	FusionSeeker	truncated_tri_fusion	29	5	Partial_Recall
ENSG00000081985:ENSG00000184619	95%	100GB	positive	Genion	truncated_tri_fusion	21	5	Partial_Recall
ENSG00000081985:ENSG00000184619	95%	100GB	positive	JAFFAL	truncated_tri_fusion	30	5	Partial_Recall
ENSG00000081985:ENSG00000184619	95%	100GB	positive	LongGF	truncated_tri_fusion	20	5	Partial_Recall
ENSG00000082153:ENSG00000185565	85%	100GB	positive	FusionSeeker	false_fusion	3	1	False_Call
ENSG00000082641:ENSG00000144668	85%	100GB	positive	FusionSeeker	false_fusion	16	1	False_Call
ENSG00000082641:ENSG00000144668	90%	100GB	positive	FusionSeeker	false_fusion	25	1	False_Call
ENSG00000082641:ENSG00000144668	90%	10GB	positive	FusionSeeker	false_fusion	3	1	False_Call
ENSG00000082641:ENSG00000144668	95%	100GB	positive	FusionSeeker	false_fusion	17	1	False_Call
ENSG00000082641:ENSG00000235257	85%	100GB	positive	FusionSeeker	truncated_tri_fusion	2	1	Partial_Recall
ENSG00000082641:ENSG00000235257	90%	100GB	positive	FusionSeeker	truncated_tri_fusion	4	1	Partial_Recall
ENSG00000082641:ENSG00000235257	95%	100GB	positive	FusionSeeker	truncated_tri_fusion	10	1	Partial_Recall
ENSG00000082805:ENSG00000145907	85%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	28	2	Partial_Recall
ENSG00000082805:ENSG00000145907	85%	100GB	positive	LongGF	reverse_order:truncated_tri_fusion	19	2	Partial_Recall
ENSG00000082805:ENSG00000145907	85%	10GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	3	2	Partial_Recall
ENSG00000082805:ENSG00000145907	85%	10GB	positive	LongGF	reverse_order:truncated_tri_fusion	3	2	Partial_Recall
ENSG00000082805:ENSG00000145907	90%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	35	3	Partial_Recall
ENSG00000082805:ENSG00000145907	90%	100GB	positive	Genion	reverse_order:truncated_tri_fusion	34	3	Partial_Recall
ENSG00000082805:ENSG00000145907	90%	100GB	positive	LongGF	reverse_order:truncated_tri_fusion	26	3	Partial_Recall
ENSG00000082805:ENSG00000145907	90%	10GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	8	4	Partial_Recall
ENSG00000082805:ENSG00000145907	90%	10GB	positive	GFSeeker	reverse_order:truncated_tri_fusion	2	4	Partial_Recall
ENSG00000082805:ENSG00000145907	90%	10GB	positive	Genion	reverse_order:truncated_tri_fusion	8	4	Partial_Recall
ENSG00000082805:ENSG00000145907	90%	10GB	positive	LongGF	reverse_order:truncated_tri_fusion	6	4	Partial_Recall
ENSG00000082805:ENSG00000145907	95%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	44	3	Partial_Recall
ENSG00000082805:ENSG00000145907	95%	100GB	positive	Genion	reverse_order:truncated_tri_fusion	42	3	Partial_Recall
ENSG00000082805:ENSG00000145907	95%	100GB	positive	LongGF	reverse_order:truncated_tri_fusion	38	3	Partial_Recall
ENSG00000082805:ENSG00000145907	95%	10GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	3	3	Partial_Recall
ENSG00000082805:ENSG00000145907	95%	10GB	positive	GFSeeker	reverse_order:truncated_tri_fusion	2	3	Partial_Recall
ENSG00000082805:ENSG00000145907	95%	10GB	positive	LongGF	reverse_order:truncated_tri_fusion	2	3	Partial_Recall
ENSG00000082805:ENSG00000166747	90%	100GB	positive	FusionSeeker	truncated_tri_fusion	4	2	Partial_Recall
ENSG00000082805:ENSG00000166747	90%	100GB	positive	JAFFAL	truncated_tri_fusion	7	2	Partial_Recall
ENSG00000082805:ENSG00000166747	95%	100GB	positive	FusionSeeker	truncated_tri_fusion	17	2	Partial_Recall
ENSG00000082805:ENSG00000166747	95%	100GB	positive	JAFFAL	truncated_tri_fusion	14	2	Partial_Recall
ENSG00000082805:ENSG00000166747	95%	10GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	3	3	Partial_Recall
ENSG00000082805:ENSG00000166747	95%	10GB	positive	FusionSeeker	truncated_tri_fusion	4	3	Partial_Recall
ENSG00000082805:ENSG00000166747	95%	10GB	positive	JAFFAL	truncated_tri_fusion	4	3	Partial_Recall
ENSG00000082898:ENSG00000106692	85%	100GB	positive	LongGF	reverse_order: hybrid	15	1	Partial_Recall
ENSG00000082898:ENSG00000106692	90%	100GB	positive	Genion	reverse_order: hybrid	29	2	Partial_Recall
ENSG00000082898:ENSG00000106692	90%	100GB	positive	LongGF	reverse_order: hybrid	34	2	Partial_Recall
ENSG00000082898:ENSG00000106692	90%	10GB	positive	LongGF	reverse_order: hybrid	4	1	Partial_Recall
ENSG00000082898:ENSG00000106692	95%	100GB	positive	Genion	reverse_order: hybrid	21	2	Partial_Recall
ENSG00000082898:ENSG00000106692	95%	100GB	positive	LongGF	reverse_order: hybrid	26	2	Partial_Recall
ENSG00000082898:ENSG00000106692	95%	10GB	positive	GFSeeker	reverse_order: hybrid	3	2	Partial_Recall
ENSG00000082898:ENSG00000106692	95%	10GB	positive	LongGF	reverse_order: hybrid	2	2	Partial_Recall
ENSG00000083845:ENSG00000156508	85%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000083845:ENSG00000156508	95%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000083845:ENSG00000163631	85%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000083845:ENSG00000211459	90%	100GB	positive	FusionSeeker	false_fusion:mitochondrial_genomic	2	1	False_Call
ENSG00000084623:ENSG00000177731	85%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	26	1	Partial_Recall
ENSG00000084623:ENSG00000177731	85%	10GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	4	1	Partial_Recall
ENSG00000084623:ENSG00000177731	90%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	24	1	Partial_Recall
ENSG00000084623:ENSG00000177731	95%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	19	1	Partial_Recall
ENSG00000084623:ENSG00000256422	85%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	27	1	Partial_Recall
ENSG00000084623:ENSG00000256422	85%	10GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	3	1	Partial_Recall
ENSG00000084623:ENSG00000256422	90%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	33	1	Partial_Recall
ENSG00000084623:ENSG00000256422	90%	10GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	3	1	Partial_Recall
ENSG00000084623:ENSG00000256422	95%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	30	1	Partial_Recall
ENSG00000084623:ENSG00000256422	95%	10GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	2	1	Partial_Recall
ENSG00000085433:ENSG00000215472	85%	100GB	negative	FusionSeeker	false_fusion	14	1	False_Call
ENSG00000085433:ENSG00000215472	85%	100GB	positive	FusionSeeker	false_fusion	8	1	False_Call
ENSG00000085433:ENSG00000215472	85%	10GB	negative	FusionSeeker	false_fusion	5	1	False_Call
ENSG00000085433:ENSG00000215472	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000085433:ENSG00000215472	95%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000085788:ENSG00000108094	85%	100GB	positive	Genion	reverse_order: hybrid	39	2	Partial_Recall
ENSG00000085788:ENSG00000108094	85%	100GB	positive	LongGF	reverse_order: hybrid	28	2	Partial_Recall
ENSG00000085788:ENSG00000108094	85%	10GB	positive	LongGF	reverse_order: hybrid	2	1	Partial_Recall
ENSG00000085788:ENSG00000108094	90%	100GB	positive	Genion	reverse_order: hybrid	29	2	Partial_Recall
ENSG00000085788:ENSG00000108094	90%	100GB	positive	LongGF	reverse_order: hybrid	20	2	Partial_Recall
ENSG00000085788:ENSG00000108094	90%	10GB	positive	LongGF	reverse_order: hybrid	4	1	Partial_Recall
ENSG00000085788:ENSG00000108094	95%	100GB	positive	LongGF	reverse_order: hybrid	30	1	Partial_Recall
ENSG00000085788:ENSG00000108094	95%	10GB	positive	LongGF	reverse_order: hybrid	2	1	Partial_Recall
ENSG00000085871:ENSG00000196782	85%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000085871:ENSG00000196782	85%	100GB	positive	FusionSeeker	false_fusion	3	1	False_Call
ENSG00000085871:ENSG00000196782	90%	100GB	negative	FusionSeeker	false_fusion	20	1	False_Call
ENSG00000085871:ENSG00000196782	90%	100GB	positive	FusionSeeker	false_fusion	17	1	False_Call
ENSG00000085871:ENSG00000196782	90%	10GB	negative	FusionSeeker	false_fusion	4	1	False_Call
ENSG00000085871:ENSG00000196782	90%	10GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000085871:ENSG00000196782	95%	100GB	negative	FusionSeeker	false_fusion	33	1	False_Call
ENSG00000085871:ENSG00000196782	95%	100GB	positive	FusionSeeker	false_fusion	34	1	False_Call
ENSG00000085871:ENSG00000196782	95%	10GB	negative	FusionSeeker	false_fusion	4	1	False_Call
ENSG00000085871:ENSG00000196782	95%	10GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000086758:ENSG00000196433	90%	100GB	positive	Genion	reverse_order: intra_chromosome	13	1	Partial_Recall
ENSG00000086758:ENSG00000196433	95%	100GB	positive	Genion	reverse_order: intra_chromosome	21	1	Partial_Recall
ENSG00000086758:ENSG00000292336	85%	100GB	positive	FusionSeeker	false_fusion	5	1	False_Call
ENSG00000086758:ENSG00000292336	90%	100GB	positive	FusionSeeker	false_fusion	17	2	False_Call
ENSG00000086758:ENSG00000292336	90%	100GB	positive	Genion	false_fusion	18	2	False_Call
ENSG00000086758:ENSG00000292336	95%	100GB	positive	FusionSeeker	false_fusion	22	2	False_Call
ENSG00000086758:ENSG00000292336	95%	100GB	positive	Genion	false_fusion	22	2	False_Call
ENSG00000086758:ENSG00000292336	95%	10GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000044574	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000071082	85%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000081051	85%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000081051	85%	100GB	positive	FusionSeeker	false_fusion	6	1	False_Call
ENSG00000087086:ENSG00000081051	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000089157	85%	100GB	positive	LongGF	false_fusion	4	1	False_Call
ENSG00000087086:ENSG00000091513	85%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000091513	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000091513	95%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000100219	85%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000100316	85%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000101439	85%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000101439	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000102317	95%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000105193	90%	100GB	negative	JAFFAL	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000106927	85%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000106927	85%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000106927	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000108518	90%	100GB	negative	JAFFAL	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000114942	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000114942	95%	100GB	negative	JAFFAL	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000130513	95%	100GB	positive	JAFFAL	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000137818	95%	100GB	positive	JAFFAL	false_fusion	3	2	False_Call
ENSG00000087086:ENSG00000137818	95%	100GB	positive	LongGF	false_fusion	3	2	False_Call
ENSG00000087086:ENSG00000142534	85%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000142541	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000143878	85%	100GB	negative	FusionSeeker	false_fusion	2	2	False_Call
ENSG00000087086:ENSG00000143878	85%	100GB	negative	JAFFAL	false_fusion	2	2	False_Call
ENSG00000087086:ENSG00000144426	85%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000145192	95%	100GB	positive	LongGF	false_fusion	3	1	False_Call
ENSG00000087086:ENSG00000145192	95%	10GB	positive	LongGF	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000145425	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000147257	85%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000147257	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000087086:ENSG00000147257	95%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
