Source	supporting reads information	fusion.gene.id	support num	rank class	recall_category	control	depth	Sequence_Identity	fusionType
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	c3bf62fa-a6a0-a0ea-ed3c-02081f649c3c;81abbe97-e71b-b793-6e4f-e6018a0df00d	ENSG00000104957:ENSG00000104518	2	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	85%	hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	96a9094d-fa79-26bb-cdbd-da4066208358;ff7e3296-fc04-a5f5-3f49-c712dd9dc976;de19f7ca-0da3-0507-f9a2-172ad3e5c552;c61da92e-d6bb-ea5b-9eb7-4924d6cc3c80;8b56a6e2-6c1e-2c84-f588-8d618eb6c58e;083e62df-8e57-7885-8005-dccdcab7ce20;01024199-b1fa-aa28-14a3-8690300dc4dc;36d22321-54c5-0121-4230-3f86ba169481	ENSG00000146223:ENSG00000119899	8	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	321aa51c-24be-77b4-0234-57d15145452d;45eacf28-3388-9f3e-1172-b578f5ccf13f;494edf96-7056-4fc5-f6ab-81ddc1e2cafb	ENSG00000176746:ENSG00000142627	3	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	c5b97e60-9ae7-6549-b3ce-38a8a32d4ca2;bdba9fea-8d1e-283c-9690-a33531ea41a9	ENSG00000003393:ENSG00000187720	2	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	200a71a0-783a-b8c7-748e-7e4afb82ad78;be5d2615-dad2-94bd-4e02-b4ac25715224	ENSG00000172782:ENSG00000161513	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: read_through
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	7e019301-4fe3-b471-d53f-11f74f615d5e;cee0174c-2630-9acb-e8cf-d8a3fc9fe639	ENSG00000145907:ENSG00000082805	2	flag = 4: Medium Confidence Fusion	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	eeeb8938-6a62-5028-d462-fb5ba387db0d;dfd0c859-28a3-9c3a-f7c7-cc4add8f30e9	ENSG00000111727:ENSG00000111596	2	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	85%	intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	1acaf5b4-3727-8ca2-c725-b7519762f934;d433603e-ce57-ecdf-5e59-60a7072563b2;c0e8cfaf-3f1c-7886-eb6f-c0ccbf1fe32f;d0eab2ba-282b-e48a-1c8e-a9c73a80bf75	ENSG00000151694:ENSG00000185798	4	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	8388f885-fc7e-b156-9a92-fbf976133ace;0c50b31d-7715-20a3-6d46-61fa9cc5ab4c	ENSG00000221886:ENSG00000174695	2	flag = 3: Low Confidence Fusion	True_Recall	positive	10GB	85%	intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	5aade210-27c6-a100-b6b6-b0ea8ed9a005;047eb3f9-c01f-966d-5176-a7ca36da4a1d;1fb3a4f6-3cf3-a4d9-f3a2-b3c69f4a34fb;bc14efcc-3a7a-156c-23a1-48c2de0dd4b5;6b079757-8476-8513-1739-c7dc1b2ae58b	ENSG00000108094:ENSG00000085788	5	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	85%	hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	af1cd8cf-f9db-930e-c263-ec35335f451a;4c3f9ac8-1d85-74e2-0c3f-41d7ec8cdee5	ENSG00000118412:ENSG00000177058	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	d2094d13-b13f-cb87-b120-6ff8adda42c5;be1b43dc-462e-860e-0abe-cedac50a3205	ENSG00000148362:ENSG00000169583	2	flag = 4: Medium Confidence Fusion	True_Recall	positive	10GB	85%	read_through
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	4c194534-0d01-78bb-1ff7-fdd43b45143a;7d95d740-0b76-73c2-ac45-e8c76ca611c6;8e154ad9-94db-2300-83b0-12aa545fa907	ENSG00000105613:ENSG00000164011	3	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	85%	hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	f1eeb67e-3e81-dcc6-cba7-fa17ca6094d8;87b27741-090b-c38f-bd42-412e032dd62b;87c32c5b-46b0-c6be-c6a3-3f5f1ca1166b	ENSG00000182621:ENSG00000124155	3	flag = 3: Low Confidence Fusion	True_Recall	positive	10GB	85%	intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	5e7cc5f8-dcde-fc44-8e74-a55983732137;c23cd547-f2e3-f67a-1b99-5585019c6c0e	ENSG00000163631:ENSG00000197249	2	flag = 3: Low Confidence Fusion	False_Call	positive	10GB	85%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	c4e6f750-6945-eda0-fac3-1f57ec362f75;5f79d4f2-e478-f396-d2d8-cb302d8a6b7d	ENSG00000173812:ENSG00000163631	2	flag = 5: High Confidence Fusion	False_Call	positive	10GB	85%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	54a25499-8a1d-7d42-bf73-e533109f2387;60edd183-aa60-4e4f-5aca-33b11df8e7e6;64bbe43d-bae4-f462-e85c-543659bab8c9;3988bb1b-d416-cc4e-e0eb-d176eca01d5f	ENSG00000162302:ENSG00000137707	4	flag = 4: Medium Confidence Fusion	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	19e1788f-be98-e6cb-a3e1-5c61ac36f722;7fdea839-5433-2272-d925-163a2055c182	ENSG00000124787:ENSG00000106819	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	3abf4ff1-78f7-c6f2-ec28-3f9767d33acf;c0c78353-48fa-abc0-2e77-0f8c58f0290f	ENSG00000174021:ENSG00000100219	2	flag = 5: High Confidence Fusion	False_Call	positive	10GB	85%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	6eed329b-9319-2921-d47b-5ad3d69b5f7f;1996452f-5847-6114-a0ac-428b0e998d19;a9bade53-35cb-69d1-35eb-5466bf5ce227	ENSG00000011275:ENSG00000165383	3	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	f0754392-4d0d-9ff2-b3e9-78f962c95cba;362d9aa0-b391-7153-87da-92db0cba48e1	ENSG00000183476:ENSG00000145734	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	86a69059-e838-fc33-3ae6-3efdc91d4ba0;e87ed3ae-b209-6e25-28e7-51eb9b66f38d	ENSG00000198677:ENSG00000140853	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	3a045a78-d6f9-1a04-bb0f-5cd3ef6ae890;3fdfa155-2be2-ac84-5d1f-536ed278d883;137cba93-38e7-706e-991f-a5e52a9c9968	ENSG00000081692:ENSG00000167257	3	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	f82cef34-8e15-6d1b-43c7-95a55dce9a0e;20b1629d-8143-3272-18e6-fd7d13a42807	ENSG00000156508:ENSG00000204628	2	flag = 4: Medium Confidence Fusion	False_Call	positive	10GB	85%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	e796c2f0-0287-cdab-2dd8-a02aeba5d6fb;b7ce826c-b9a6-e810-625c-0c4dfd5e0242	ENSG00000141456:ENSG00000228486	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	0c603809-40d7-233b-ca3b-0ca8624ae96b;b5cdb436-27ea-e809-4bfa-aaa1fc3dee5f	ENSG00000159176:ENSG00000117758	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	ca553d35-eacd-205f-ceaa-bc5b3b2b5e4e;7971ea4b-0290-01f6-b99f-2b5b4113881f;1fdcca58-a970-a179-58ce-5a4231e77dad	ENSG00000184619:ENSG00000081985	3	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	dbf0b3c5-088b-20bf-6f05-a0d6baaec849;c063208b-ee71-1400-0f58-3a48de952eb4	ENSG00000171863:ENSG00000163631	2	flag = 3: Low Confidence Fusion	False_Call	positive	10GB	85%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	c5dcc0d9-1d4a-b13b-539b-91004b1c24bb;02b53f59-9bcb-7db9-2deb-3735eb32e81c	ENSG00000131469:ENSG00000133112	2	flag = 3: Low Confidence Fusion	False_Call	positive	10GB	85%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	8cf74648-9282-4b87-3f8a-2de46a0534f1;cb611488-b733-aafd-1911-183ab0340b02	ENSG00000125503:ENSG00000131037	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: read_through
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	c1da83a4-3325-0560-8c63-ed78c62b1966;e70868e7-118a-1b66-5b52-4c9c3b2d5d74;7b781528-4cb9-a65b-2b99-55fd67d3298d	ENSG00000107872:ENSG00000107874	3	flag = 3: Low Confidence Fusion	True_Recall	positive	10GB	85%	read_through
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	8d760515-07eb-cf79-a7aa-d89af99ddc57;d1f27c19-83b5-e6b4-691f-7f76d5d39118	ENSG00000087086:ENSG00000273259	2	flag = 3: Low Confidence Fusion	False_Call	positive	10GB	85%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	9953e947-698a-67f1-43ed-110f81aca6cb;155f8a02-85f8-7fa8-7d6f-6ddd1ad9a834	ENSG00000170634:ENSG00000143630	2	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	1acaf5b4-3727-8ca2-c725-b7519762f934;f7724ad5-f080-527e-809e-629c4640ce4e	ENSG00000130714:ENSG00000151694	2	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	62dd0b8a-3143-b859-2941-7f0f106b75c4;fbc5d9a1-2d2a-2d2c-b3ba-6b12e9d9b81f	ENSG00000168280:ENSG00000144320	2	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	6bfdba9e-a029-afa3-340d-03020078d2e1;22f70af6-8d65-9282-d26f-4aed0981a3fa;9d06e5c9-6e82-8930-907d-6306f049ce74	ENSG00000101266:ENSG00000101158	3	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	b9199cb2-bc22-7b82-a846-e0cde32554ad;104dbbfb-68d3-6eed-8169-f1d2bfb1a84a	ENSG00000147257:ENSG00000105281	2	flag = 3: Low Confidence Fusion	False_Call	positive	10GB	85%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	e92b9ac2-23e9-ee22-1ed6-6b6e8e234bbb;3a8a463b-f492-388f-6559-57244b026730	ENSG00000196586:ENSG00000068097	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	82e47be2-dae2-cbfb-e8d0-309d6c94ed88;b7e5d16e-b1c2-050b-c928-e1a421d077d4	ENSG00000221963:ENSG00000184708	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	04ef7233-0e32-445e-946e-d83b30c7fff4;57c18b2a-1d0f-6fde-8e94-4d967ea95310	ENSG00000168621:ENSG00000168958	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	e3b626e2-a7b0-dd01-ddfa-46986eea8cfc;bdf60011-77d0-d348-765e-7fbf92685143;478ea281-0438-a7a2-0699-cf8e641f9b15	ENSG00000134326:ENSG00000062485	3	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	bb9ba251-aaee-7ee9-8c1d-7c175f6f2d5f;69cf38e0-eab5-a8ff-482d-7472ba44f16d	ENSG00000167207:ENSG00000090565	2	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	53aef3da-cb27-fc6a-2159-71670956f25c;d866210b-369f-9942-6152-4036e1173ef4	ENSG00000156508:ENSG00000147403	2	flag = 3: Low Confidence Fusion	False_Call	positive	10GB	85%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	ac8b7f46-acd0-7a67-d008-691aac2c2d87;af10be19-864f-506f-490d-0531bbbf4541	ENSG00000143198:ENSG00000167881	2	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	c0adf956-4001-b1fe-637e-985ccaa91227;8a900cdc-a532-277b-5b5f-73511f178029	ENSG00000167588:ENSG00000110887	2	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	85%	intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	cc020e78-99b7-33a3-4dae-2ff103b27e6e;d5106246-b038-11fd-4b24-ce4ce50d3d17	ENSG00000145916:ENSG00000003393	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	f0ab92e6-eb5b-b77f-16c7-c4e9df0d2652;963718a4-3a9b-dac4-b8b4-3bd443c7922d;9703aae5-b409-4d4f-5718-720a8b46e61b	ENSG00000221886:ENSG00000174695	3	flag = 3: Low Confidence Fusion	True_Recall	positive	10GB	90%	intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	d8c31586-7afb-cc5c-2f93-8299a19a49c1;305f6a8e-4cc4-85a1-e989-df965e0432dd;ea8f9b45-ddd0-1fd4-4ec2-1a07b66f8b40;bd472d7f-d08e-5b7d-ff2b-d9e64142128e;ac4062df-7d45-ea9e-c97e-d69f6d01f722;485bed8d-8f4f-9997-62a2-d792b0cb93b2	ENSG00000143633:ENSG00000214097	6	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	90%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	b9eccd1c-0409-3c59-0457-3a9db136a6fe;57a80165-c9fd-ef2f-469c-a6a6a11b2060	ENSG00000156508:ENSG00000135486	2	flag = 5: High Confidence Fusion	False_Call	positive	10GB	90%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	a50ce2db-e2e6-c3fc-ab39-87fa5024268d;094f6cc2-d8bd-c50e-d44c-8dd45fb57ab7;0b426eb8-10dc-3d3a-cc55-e6091af43229	ENSG00000185187:ENSG00000184363	3	flag = 4: Medium Confidence Fusion	Partial_Recall	positive	10GB	90%	reverse_order: read_through
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	5db5cc1a-ca07-c9fe-8ab4-19673c41b421;f831e718-7d91-e1cc-5b59-29b9c967dd84;70362e41-0ef2-d0ab-830d-57522508cf61	ENSG00000106617:ENSG00000155511	3	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	90%	hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	13699444-4454-b285-9dd6-d82c893425a4;9ea7d802-b9ac-0773-695c-630595a6dbb2;de5ab5f7-e507-d758-424e-01a79d13e037;00888d99-a0d9-a46c-6543-10f5079af995;99bef7e1-c37d-049d-30f1-c1894f2189c0;8e62799b-771d-7945-c468-0653bc496b61;06c72765-ef52-f6a6-0c26-50499ef3cfb8;7fb7cd74-5ae3-527f-5223-5afa9efa4fc6;c4412a75-a901-025d-cec6-47c116631770;512f936d-4ef5-0fb1-2813-8b991e6aaf54;9255cc16-273f-0f10-e080-120337bb80ec;37bdb28a-93f1-6745-d84a-dfcafbddcf2f;c05836dd-c6ec-aa68-408e-1552b7fa44b5;64ddeca7-5a14-a9da-abd0-b6a0a3afc7e0;bbd84ad8-f03a-4aad-78b9-b4764a3a1fed;5d651ba9-0b4c-d926-5e80-1ddc4318e1ed;a8ebbaee-15a0-3f6f-f739-8dc0a3c7cefa;8903b306-f723-a966-98be-aa78f606420a	ENSG00000147403:ENSG00000269242	18	flag = 3: Low Confidence Fusion	False_Call	positive	10GB	90%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	844928de-ba7a-6aa5-b9a9-734f337fdcaf;23cdd680-ccbd-bdf2-0801-2b6798346138	ENSG00000156508:ENSG00000087086	2	flag = 3: Low Confidence Fusion	False_Call	positive	10GB	90%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	1b8674d6-962b-4ee9-e2db-a2a93f0b4adf;2eac3ba9-cb97-76ec-e0bf-83b1fde52fbf;0af35a38-c1ed-c765-67fc-a29e468793f0;e01d940e-fd74-7e98-a7a5-4303acb3b59b;234d10f6-ed4b-1206-fb1b-79e82f5d959f	ENSG00000165383:ENSG00000011275	5	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	90%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	66773ab5-ac62-4b69-9124-991b3a023e25;a43a3c91-2a47-0450-2e22-34f48502b41d;d067f75e-8b77-1214-ed1e-8a13610b2a25	ENSG00000105613:ENSG00000164011	3	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	90%	hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	9627582c-a78c-9f8a-a3d9-671cb9379d3c;eedf24c3-3196-30bc-ffb1-156073df657e	ENSG00000109736:ENSG00000109113	2	flag = 4: Medium Confidence Fusion	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	fa66ffb5-0bed-6bfb-e232-ed773990d049;340f0f72-bef9-d2c4-e378-9894b1a1966e;66f82f65-d176-8243-cca6-93e50acc4c03	ENSG00000078699:ENSG00000132003	3	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	90%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	0bd8c319-4834-6a9a-15bd-c9f921b6e188;d4b42ab9-b528-aaf4-b206-9294fdb2f1d4	ENSG00000198677:ENSG00000140853	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	7d3252b0-94d6-fad8-a1d8-c23769e30084;f58d2ab7-719e-e89f-6526-48297012bd9e	ENSG00000213988:ENSG00000105193	2	flag = 5: High Confidence Fusion	False_Call	positive	10GB	90%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	37763bd1-7fdd-197c-0959-08ba10516066;00a2bb68-04f4-2da0-0707-a7db7994d2aa	ENSG00000156076:ENSG00000180879	2	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	90%	hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	58f02f01-beed-3166-5229-243c8c7ca97a;cce15d0f-9861-e0ee-1a0f-39b816c84a38	ENSG00000104218:ENSG00000096070	2	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	90%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	606dbf29-87da-450e-6a2a-46e57ee0a860;e1118a80-0bff-4921-7c5a-dc2b882e9fc4;23eb5a7a-0061-2fc0-a382-69dbd5766493;da5d5011-1d6b-5208-2440-b904674b332a	ENSG00000134326:ENSG00000062485	4	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	00f568ef-712a-7d8e-e7c2-49862a29af6c;9701bf78-5c60-ce29-bad8-abe984c668c9;36aac1f5-13d3-398b-7c2f-a3ebdd44f389	ENSG00000119899:ENSG00000146223	3	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	90%	intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	6a6fd962-942b-2742-17ed-ce45a0e1a39d;432082cc-145d-3dde-4cb1-f89de628187c;c0ac3d98-57e2-c66f-85e0-d46ce7dcba63;ad088b1a-9d3b-2721-b318-99761b4e368e;616fe00e-d82b-5c21-9ebd-8692d829870a	ENSG00000106692:ENSG00000082898	5	flag = 3: Low Confidence Fusion	True_Recall	positive	10GB	90%	hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	2951a505-4e15-0661-d053-872b4c098920;6de0d59b-63eb-6b06-ae33-92d18a68f610;91e69b74-7401-df3f-a1f4-147fc13670a0	ENSG00000139350:ENSG00000136888	3	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	e9ee0864-a09a-2ae7-4f39-1db0536536b6;516a8b7d-bb7d-8c15-f5c0-e41cb9395c92;a6ba215e-e819-2970-8435-4a379cd55c51;7096792f-45ee-dbd3-d66d-1a1614892199;bc7bbca0-af41-8ec9-388d-baa888c08959	ENSG00000107872:ENSG00000107874	5	flag = 3: Low Confidence Fusion	True_Recall	positive	10GB	90%	read_through
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	13eb682b-2e50-f278-4013-b1fcd45d5348;3e2b9d56-8a24-787b-0997-b3abdb5b5d2b;f78bbb85-2118-b6ae-35e5-e57dea9eb811;485232b8-703f-eecc-8554-8c92aab16a27	ENSG00000184619:ENSG00000081985	4	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	90%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	e903e3b5-12f0-6762-51f5-8b34c9a240e4;8d299c2c-2134-3028-2248-9758d3d7c1c3	ENSG00000148604:ENSG00000100811	2	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	90%	hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	43567ec8-31d9-3647-28fc-238394618a7f;b0178650-fa19-504f-719b-ca7d6b9de839;bba19036-9f70-3b70-c318-edde9114f05b;cf391cd5-d33e-a7fb-17e8-6b35fdc6d847;2781dcd3-183d-17cf-21b0-45129d1ce380	ENSG00000147434:ENSG00000164953	5	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	90%	intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	ec365ac3-455a-e5eb-f302-5d14d71d9d98;049d462b-2f64-d379-bfc0-4ebabb1baa05	ENSG00000151694:ENSG00000185798	2	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	6dc425fc-5689-0d85-119b-7a3183e7c62e;b16f3809-98f9-84f7-d900-f9c0525d474d;fd770a8a-c16e-7c3a-3400-f2b7235c06de;29d159c2-df40-dc59-0279-ecd18eb74e32;6c1087dc-9205-e992-15a5-86da31dc0ae1;5f79e1e5-9b36-29df-1851-c3c176f7285e;443f5e86-4d4a-7483-5932-76b2fe88866b	ENSG00000170634:ENSG00000143630	7	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	90%	reverse_order: hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	cdacce47-9b4c-44d9-dbfa-7c707bfe710b;a648dd7c-5c3c-7127-707f-ca0b2b10d487;106d80cc-d073-76f8-c6c6-2ef6cdcde1f7;82c6a2cc-a8ae-7720-1f6b-682d909cc3b3;9ecc6132-9f39-6a86-a1f5-534b00987965;83e64006-0fdc-a03f-2e51-4876ee0ecbcd;83d6b9cc-cd51-2fa7-e0f0-872f98ac426b	ENSG00000170954:ENSG00000183137	7	flag = 4: Medium Confidence Fusion	True_Recall	positive	10GB	90%	hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	64c06c13-2291-5fe9-4599-cde74d06ce05;9ba7e616-dac5-c358-90fe-9b889ae5f920;b3c0c85b-f74f-4b2f-5385-49f9d7ceb44f;405e0e57-6299-51b0-84ae-de8a645096ed	ENSG00000148655:ENSG00000165629	4	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	90%	intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90	2de31681-8dc4-219d-bf0f-4a4f5a3ed7ea;ca6745a4-f42f-a541-a011-bf88cd24f40f;9e6589ca-07ab-c246-2f3e-1999361a3c38;933344a2-020c-475e-ba5b-2424cc834095;c42faf61-2716-1bd4-16aa-e4c82db3dc63	ENSG00000009830:ENSG00000087258	5	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	90%	hybrid
